utility_id,year,ctu_id,customer_class_id,mwh_per_year,number_of_customers
85,2016,665966,5,22994.413,1444
85,2016,665981,11,154.895,NULL
85,2016,665981,10,4.251,NULL
85,2016,665981,1,22804.365,2501
85,2016,665981,8,1636.194,106
85,2016,665981,5,24440.559,2607
85,2016,666069,8,243.777,33
85,2016,666069,9,1.51,NULL
85,2016,666069,1,3454.841,205
85,2016,666069,5,3700.128,238
85,2016,2393428,10,135.16,NULL
85,2016,2393428,11,576.928,NULL
85,2016,2393428,9,601.239,NULL
85,2016,2393428,1,77705.178,11246
85,2016,2393428,7,144187.246,1007
85,2016,2393428,5,223205.751,12253
85,2016,2393429,9,722.99,NULL
85,2016,2393429,10,793.015,NULL
85,2016,2393429,11,1655.748,NULL
85,2016,2393429,2,163366.382,2186
85,2016,2393429,1,220109.511,29095
85,2016,2393429,3,237563.009,409
85,2016,2393429,5,624210.655,31690
85,2016,2393472,11,283.635,NULL
85,2016,2393472,10,22.488,NULL
85,2016,2393472,9,109.647,NULL
85,2016,2393472,1,39048.989,5700
85,2016,2393472,2,40462.7,926
85,2016,2393472,3,64943.537,332
85,2016,2393472,5,144870.996,6958
85,2016,2393526,8,NULL,NULL
85,2016,2393526,11,6.922,NULL
85,2016,2393526,9,8.372,NULL
85,2016,2393526,1,1098.135,117
85,2016,2393526,5,1113.429,117
85,2016,2393579,8,NULL,NULL
85,2016,2393579,11,15.512,NULL
85,2016,2393579,1,386.114,36
85,2016,2393579,5,401.626,36
85,2016,2393601,9,5.793,NULL
85,2016,2393601,11,64.95,NULL
85,2016,2393601,8,2867.139,84
85,2016,2393601,1,4832.702,568
85,2016,2393601,5,7770.584,652
85,2016,2393607,9,14.054,NULL
85,2016,2393607,10,53.145,NULL
85,2016,2393607,11,550.45,NULL
85,2016,2393607,7,46903.562,682
85,2016,2393607,1,52174.943,8243
85,2016,2393607,5,99696.154,8925
85,2016,2393610,5,NULL,NULL
85,2016,2393628,10,247.51,NULL
85,2016,2393628,9,27.678,NULL
85,2016,2393628,11,597.535,NULL
85,2016,2393628,1,53610.455,7318
85,2016,2393628,8,118986.351,742
85,2016,2393628,5,173469.529,8060
85,2016,2393634,9,5.757,NULL
85,2016,2393634,11,5.971,NULL
85,2016,2393634,7,3321.792,95
85,2016,2393634,1,6330.355,503
85,2016,2393634,5,9663.875,598
85,2016,2393644,11,181.057,NULL
85,2016,2393644,9,583.597,NULL
85,2016,2393644,10,606.012,NULL
85,2016,2393644,8,91766.811,825
85,2016,2393644,1,113428.954,12397
85,2016,2393644,5,206566.431,13222
85,2016,2393683,9,160.554,NULL
85,2016,2393683,10,59.927,NULL
85,2016,2393683,11,387.65,NULL
85,2016,2393683,7,46707.531,858
85,2016,2393683,1,64636.94,9575
85,2016,2393683,5,111952.602,10433
85,2016,2393762,11,120.148,NULL
85,2016,2393762,8,1176.219,102
85,2016,2393762,1,15963.161,1420
85,2016,2393762,5,17259.528,1522
85,2016,2393784,10,0.841,NULL
85,2016,2393784,11,93.303,NULL
85,2016,2393784,8,1510.842,62
85,2016,2393784,1,11464.488,1207
85,2016,2393784,5,13069.474,1269
85,2016,2393797,11,186.665,NULL
85,2016,2393797,9,53.837,NULL
85,2016,2393797,10,791.261,NULL
85,2016,2393797,7,35003.71,408
85,2016,2393797,1,52373.854,6107
85,2016,2393797,5,88409.327,6515
85,2016,2393799,9,226.099,NULL
85,2016,2393799,10,384.066,NULL
85,2016,2393799,11,467.558,NULL
85,2016,2393799,1,73581.219,7060
85,2016,2393799,7,198834.521,1016
85,2016,2393799,5,273493.463,8076
85,2017,665712,9,5.701,NULL
85,2017,665712,8,628.241,44
85,2017,665712,1,10947.195,876
85,2017,665712,5,11581.137,920
85,2017,665860,8,NULL,NULL
85,2017,665860,1,397.677,40
85,2017,665860,5,397.677,40
85,2017,665887,11,33.404,NULL
85,2017,665887,1,5056.19,351
85,2017,665887,5,5322.454,403
85,2017,665929,9,0.879,NULL
85,2017,665929,11,2.131,NULL
85,2017,665929,8,835.29,36
85,2017,665929,1,1063.286,103
85,2017,665929,5,1901.586,139
85,2017,665931,9,7.638,NULL
85,2017,665931,8,900.12,63
85,2017,665931,1,5794.163,424
85,2017,665931,5,6701.921,487
85,2017,665966,9,33.2,NULL
85,2017,665966,8,3496.353,82
85,2017,665966,1,18392.002,1368
85,2017,665966,5,21921.555,1450
85,2017,665981,11,154.966,NULL
85,2017,665981,10,3.039,NULL
85,2017,665981,1,27344.459,3030
85,2017,665981,8,7007.203,189
85,2017,665981,5,34351.662,3219
85,2017,666069,9,1.603,NULL
85,2017,666069,8,1264.122,45
85,2017,666069,1,3446.248,203
85,2017,666069,5,4711.973,248
85,2017,2393428,11,292.919,NULL
85,2017,2393428,10,135.161,NULL
85,2017,2393428,9,417.993,NULL
85,2017,2393428,1,76026.029,11247
85,2017,2393428,7,139355.85,1008
85,2017,2393428,5,216227.952,12255
85,2017,2393429,9,554.284,NULL
85,2017,2393429,10,780.297,NULL
85,2017,2393429,11,1351.045,NULL
85,2017,2393429,2,160117.668,2226
85,2017,2393429,1,213228.826,29194
85,2017,2393429,3,235563.436,397
85,2017,2393429,5,611595.556,31817
85,2017,2393472,11,283.145,NULL
85,2017,2393472,10,22.513,NULL
85,2017,2393472,9,110.635,NULL
85,2017,2393472,1,37547.15,5706
85,2017,2393472,2,39095.938,917
85,2017,2393472,3,65598.904,335
85,2017,2393472,5,142658.285,6958
85,2017,2393526,8,NULL,NULL
85,2017,2393526,11,3.306,NULL
85,2017,2393526,9,7.978,NULL
85,2017,2393526,1,1149.949,136
85,2017,2393526,5,1161.233,136
85,2017,2393579,8,NULL,NULL
85,2017,2393579,11,8.561,NULL
85,2017,2393579,1,408.874,36
85,2017,2393579,5,417.435,36
85,2017,2393601,9,5.928,NULL
85,2017,2393601,11,55.04,NULL
85,2017,2393601,8,2840.5,87
85,2017,2393601,1,4820.729,589
85,2017,2393601,5,7722.198,676
85,2017,2393607,9,13.591,NULL
85,2017,2393607,10,53.52,NULL
85,2017,2393607,11,554.628,NULL
85,2017,2393607,7,46789.057,683
85,2017,2393607,1,51094.761,8248
85,2017,2393607,5,98505.557,8931
85,2017,2393610,5,NULL,NULL
85,2017,2393628,10,246.627,NULL
85,2017,2393628,9,17.852,NULL
85,2017,2393628,11,441.622,NULL
85,2017,2393628,1,51601.579,7323
85,2017,2393628,8,115902.209,740
85,2017,2393628,5,168209.889,8063
85,2017,2393634,9,3.571,NULL
85,2017,2393634,11,7.482,NULL
85,2017,2393634,7,3378.414,97
85,2017,2393634,1,6463.227,504
85,2017,2393634,5,9852.694,601
85,2017,2393644,11,181.435,NULL
85,2017,2393644,10,610.374,NULL
85,2017,2393644,9,616.209,NULL
85,2017,2393644,8,89966.824,835
85,2017,2393644,1,110820.318,12492
85,2017,2393644,5,202195.16,13327
85,2017,2393683,11,260.276,NULL
85,2017,2393683,10,60.13,NULL
85,2017,2393683,9,147.658,NULL
85,2017,2393683,7,43852.194,847
85,2017,2393683,1,63144.055,9591
85,2017,2393683,5,107464.313,10438
85,2017,2393762,11,114.614,NULL
85,2017,2393762,8,1013.227,100
85,2017,2393762,1,15803.769,1433
85,2017,2393762,5,16931.611,1533
85,2017,2393784,10,0.845,NULL
85,2017,2393784,11,70.357,NULL
85,2017,2393784,8,1487.13,61
85,2017,2393784,1,11394.879,1219
85,2017,2393784,5,12953.211,1280
85,2017,2393797,9,54.703,NULL
85,2017,2393797,11,127.495,NULL
85,2017,2393797,10,801.753,NULL
85,2017,2393797,7,33389.467,412
85,2017,2393797,1,50303.795,6116
85,2017,2393797,5,84677.213,6528
85,2017,2393799,9,232.442,NULL
85,2017,2393799,10,370.014,NULL
85,2017,2393799,11,437.516,NULL
85,2017,2393799,1,71266.538,7100
85,2017,2393799,7,196307.021,1022
85,2017,2393799,5,268613.531,8122
85,2018,2393809,1,NULL,NULL
85,2018,2393887,1,15773.28,1213
85,2018,2393967,1,1167.668,213
85,2018,2393979,1,27909.976,3140
85,2018,2394090,1,8957.874,964
85,2018,2394113,1,22534.947,2572
85,2018,2394183,1,26359.073,3286
85,2018,2394198,1,273942.949,38686
85,2018,2394274,1,2258.829,237
85,2018,2394288,1,11910.58,1027
85,2018,2394320,1,56587.305,6947
85,2018,2394389,1,2229.005,424
85,2018,2394417,1,47891.11,8563
85,2018,2394440,1,47212.678,5142
85,2018,2394471,1,7721.858,758
85,2018,2394486,1,21954.176,1471
85,2018,2394503,1,7828.762,436
85,2018,2394586,1,29509.771,4830
85,2018,2394614,1,205535.644,23980
85,2018,2394621,1,202923.58,21954
85,2018,2394658,1,8981.997,859
85,2018,2394417,2,42061.349,978
85,2018,2394614,2,144359.77,2348
85,2018,2394621,2,132963.732,2006
85,2018,2394417,3,102832.419,179
85,2018,2394614,3,396558.453,639
85,2018,2394621,3,227198.631,383
85,2018,2393809,5,2.921,0
85,2018,2393887,5,19436.743,1366
85,2018,2393967,5,7767.443,339
85,2018,2393979,5,175471.76,3654
85,2018,2394090,5,13855.432,1091
85,2018,2394113,5,37771.916,2853
85,2018,2394183,5,110153.047,3716
85,2018,2394198,5,1378586.016,42500
85,2018,2394273,5,NULL,NULL
85,2018,2394274,5,2795.95,271
85,2018,2394288,5,15068.477,1116
85,2018,2394320,5,139240.064,7786
85,2018,2394389,5,5799.056,498
85,2018,2394417,5,193538.636,9720
85,2018,2394440,5,88839.742,5716
85,2018,2394471,5,13340.504,925
85,2018,2394486,5,25679.382,1644
85,2018,2394503,5,8119.059,470
85,2018,2394586,5,381681.096,6022
85,2018,2394614,5,749454.235,26967
85,2018,2394621,5,564613.202,24343
85,2018,2394658,5,11317.415,928
85,2018,2393979,7,147416.013,514
85,2018,2394198,7,1101583.678,3814
85,2018,2394389,7,3568.056,74
85,2018,2394440,7,41057.438,574
85,2018,2394586,7,351715.631,1192
85,2018,2393809,8,NULL,NULL
85,2018,2393887,8,3633.18,153
85,2018,2393967,8,6585.693,126
85,2018,2394090,8,4826.714,127
85,2018,2394113,8,14954.836,281
85,2018,2394183,8,83601.734,430
85,2018,2394273,8,NULL,NULL
85,2018,2394274,8,522.467,34
85,2018,2394288,8,3093.497,89
85,2018,2394320,8,82110.17,839
85,2018,2394471,8,5612.71,167
85,2018,2394486,8,3667.233,173
85,2018,2394503,8,279.701,34
85,2018,2394658,8,2283.841,69
85,2018,2393887,9,27.245,NULL
85,2018,2393979,9,121.461,NULL
85,2018,2394090,9,6.166,NULL
85,2018,2394113,9,13.8,NULL
85,2018,2394183,9,38.161,NULL
85,2018,2394198,9,1162.803,NULL
85,2018,2394274,9,3.513,NULL
85,2018,2394320,9,151.212,NULL
85,2018,2394417,9,97.041,NULL
85,2018,2394440,9,3.249,NULL
85,2018,2394471,9,4.857,NULL
85,2018,2394486,9,1.072,NULL
85,2018,2394586,9,256.063,NULL
85,2018,2394614,9,826.709,NULL
85,2018,2394621,9,497.55,NULL
85,2018,2393967,10,5.108,NULL
85,2018,2393979,10,18.527,NULL
85,2018,2394090,10,32.349,NULL
85,2018,2394113,10,14.217,NULL
85,2018,2394183,10,65.232,NULL
85,2018,2394198,10,1101.226,NULL
85,2018,2394320,10,145.129,NULL
85,2018,2394417,10,253.423,NULL
85,2018,2394440,10,52.348,NULL
85,2018,2394486,10,8.245,NULL
85,2018,2394586,10,4.378,NULL
85,2018,2394614,10,153.279,NULL
85,2018,2394621,10,165.732,NULL
85,2018,2393809,11,2.921,NULL
85,2018,2393887,11,3.038,NULL
85,2018,2393967,11,8.974,NULL
85,2018,2393979,11,5.783,NULL
85,2018,2394090,11,32.329,NULL
85,2018,2394113,11,254.116,NULL
85,2018,2394183,11,88.847,NULL
85,2018,2394198,11,795.36,NULL
85,2018,2394274,11,11.141,NULL
85,2018,2394288,11,64.4,NULL
85,2018,2394320,11,246.248,NULL
85,2018,2394389,11,1.995,NULL
85,2018,2394417,11,403.294,NULL
85,2018,2394440,11,514.029,NULL
85,2018,2394471,11,1.079,NULL
85,2018,2394486,11,48.656,NULL
85,2018,2394503,11,10.596,NULL
85,2018,2394586,11,195.253,NULL
85,2018,2394614,11,2020.38,NULL
85,2018,2394621,11,863.977,NULL
85,2018,2394658,11,51.577,NULL
15,2017,2394658,2,974,NULL
15,2015,2394658,2,1028,NULL
15,2016,2394658,2,1063,NULL
15,2017,2394658,1,1642,135
15,2015,2394658,1,1730,135
15,2016,2394658,1,1739,135
34,2015,2393809,2,50533,824
34,2016,2393809,2,56327,821
34,2015,2393809,1,77043,8839
34,2016,2393809,1,77385,8927
34,2017,2393809,1,78290,9177
34,2017,2393809,2,92860,938
15,2017,2394320,2,6778,NULL
15,2016,2394320,2,6861,NULL
15,2015,2394320,2,7080,NULL
15,2017,2394320,1,17847,2163
15,2015,2394320,1,18481,2139
15,2016,2394320,1,18606,2159
15,2017,2393967,2,139411,NULL
15,2015,2393967,2,142842,NULL
15,2016,2393967,2,145078,NULL
15,2015,2393967,1,170811,20272
15,2017,2393967,1,171453,21030
15,2016,2393967,1,174941,20666
15,2017,2394586,1,182232,23073
34,2017,2393809,3,183825,116
15,2015,2394586,1,187683,22888
15,2016,2394586,1,189899,22920
34,2016,2393809,3,222141,245
34,2015,2393809,3,223205,240
38,2016,2394471,2,243431,22
38,2017,2394471,2,246625,22
38,2015,2394471,2,252459,22
15,2015,2394586,2,349864,NULL
15,2016,2394586,2,352258,NULL
15,2017,2394586,2,353738,NULL
38,2017,2394471,1,1258961,150
38,2016,2394471,1,1346325,157
38,2015,2394471,1,1352654,156
85,2015,2393809,8,NULL,NULL
85,2015,2393809,1,NULL,NULL
85,2015,2393809,11,2.921,NULL
85,2015,2393809,5,2.921,0
85,2015,2393887,11,12.999,NULL
85,2015,2393887,8,3327.349,138
85,2015,2393887,1,14724.862,1198
85,2015,2393887,5,18065.21,1336
85,2015,2393967,8,NULL,NULL
85,2015,2393967,1,NULL,NULL
85,2015,2393967,10,5.108,NULL
85,2015,2393967,11,10.869,NULL
85,2015,2393967,5,15.977,0
85,2015,2393979,9,256.74,NULL
85,2015,2393979,11,10.525,NULL
85,2015,2393979,10,38.737,NULL
85,2015,2393979,1,27165.401,3104
85,2015,2393979,7,153429.279,488
85,2015,2393979,5,180900.682,3592
85,2015,2394090,9,6.299,NULL
85,2015,2394090,10,32.348,NULL
85,2015,2394090,11,80.379,NULL
85,2015,2394090,8,4453.087,109
85,2015,2394090,1,7934.444,889
85,2015,2394090,5,12506.557,998
85,2015,2394113,11,331.276,NULL
85,2015,2394113,10,14.114,NULL
85,2015,2394113,9,25.684,NULL
85,2015,2394113,5,35504.429,2761
85,2015,2394113,8,14381.533,271
85,2015,2394113,1,20751.822,2490
85,2015,2394171,8,NULL,NULL
85,2015,2394171,1,3006.7,317
85,2015,2394171,5,3006.7,317
85,2015,2394183,9,60.173,NULL
85,2015,2394183,10,65.518,NULL
85,2015,2394183,11,128.197,NULL
85,2015,2394183,8,78561.015,420
85,2015,2394183,5,102803.99,3375
85,2015,2394183,1,23989.087,2955
85,2015,2394198,10,1309.494,NULL
85,2015,2394198,9,1708.64,NULL
85,2015,2394198,11,1910.784,NULL
85,2015,2394198,1,262146.965,38112
85,2015,2394198,7,1088474.312,3826
85,2015,2394198,5,1355550.195,41938
85,2015,2394273,8,NULL,NULL
85,2015,2394273,5,NULL,NULL
85,2015,2394274,9,4.156,NULL
85,2015,2394274,11,26.808,NULL
85,2015,2394274,8,145.201,30
85,2015,2394274,1,2118.688,235
85,2015,2394274,5,2294.853,265
85,2015,2394282,9,25.849,NULL
85,2015,2394282,11,32.949,NULL
85,2015,2394282,8,504.424,41
85,2015,2394282,1,2310.756,262
85,2015,2394282,5,2873.978,303
85,2015,2394288,11,101.776,NULL
85,2015,2394288,7,3164.132,86
85,2015,2394288,1,10830.642,983
85,2015,2394288,5,14096.55,1069
85,2015,2394320,10,172.045,NULL
85,2015,2394320,9,190.961,NULL
85,2015,2394320,11,438.706,NULL
85,2015,2394320,1,54713.441,6880
85,2015,2394320,8,84259.346,821
85,2015,2394320,5,139774.499,7701
85,2015,2394389,1,2154.95,420
85,2015,2394389,7,3497.389,74
85,2015,2394389,5,5652.339,494
85,2015,2394417,10,224.533,NULL
85,2015,2394417,9,141.937,NULL
85,2015,2394417,11,385.395,NULL
85,2015,2394417,1,45824.633,8287
85,2015,2394417,2,47127.776,944
85,2015,2394417,3,105045.392,205
85,2015,2394417,5,198749.666,9436
85,2015,2394440,9,2.956,NULL
85,2015,2394440,10,52.348,NULL
85,2015,2394440,11,549.077,NULL
85,2015,2394440,1,43906.879,4859
85,2015,2394440,7,44138.115,549
85,2015,2394440,5,88649.375,5408
85,2015,2394471,11,8.557,NULL
85,2015,2394471,1,5847.354,549
85,2015,2394471,8,6237.108,123
85,2015,2394471,5,12093.019,672
85,2015,2394486,9,0.486,NULL
85,2015,2394486,10,8.245,NULL
85,2015,2394486,11,95.444,NULL
85,2015,2394486,7,4326.31,167
85,2015,2394486,1,21166.729,1447
85,2015,2394486,5,25597.214,1614
85,2015,2394503,11,23.811,NULL
85,2015,2394503,8,149.186,33
85,2015,2394503,1,7620.566,435
85,2015,2394503,5,7793.563,468
85,2015,2394586,11,249.943,NULL
85,2015,2394586,9,284.733,NULL
85,2015,2394586,10,4.574,NULL
85,2015,2394586,1,28312.82,4397
85,2015,2394586,7,321713.676,1095
85,2015,2394586,5,350565.746,5492
85,2015,2394614,10,151.243,NULL
85,2015,2394614,9,1168.403,NULL
85,2015,2394614,11,2332.641,NULL
85,2015,2394614,2,161305.311,2302
85,2015,2394614,1,204989.556,23928
85,2015,2394614,3,403121.605,674
85,2015,2394614,5,773068.759,26904
85,2015,2394621,10,334.593,NULL
85,2015,2394621,9,934.078,NULL
85,2015,2394621,11,1288.485,NULL
85,2015,2394621,2,139097.578,1980
85,2015,2394621,1,196120.276,21705
85,2015,2394621,3,243712.981,396
85,2015,2394621,5,581487.991,24081
85,2015,2394658,11,90.205,NULL
85,2015,2394658,8,130.25,15
85,2015,2394658,1,769.302,77
85,2015,2394658,5,989.757,92
85,2016,2393809,8,NULL,NULL
85,2016,2393809,1,NULL,NULL
85,2016,2393809,11,2.921,NULL
85,2016,2393809,5,2.921,0
85,2016,2393887,11,12.999,NULL
85,2016,2393887,8,3294.531,140
85,2016,2393887,1,13738.975,1204
85,2016,2393887,5,17046.505,1344
85,2016,2393967,8,NULL,NULL
85,2016,2393967,1,NULL,NULL
85,2016,2393967,10,5.109,NULL
85,2016,2393967,11,10.988,NULL
85,2016,2393967,5,16.097,0
85,2016,2393979,11,10.526,NULL
85,2016,2393979,10,26.045,NULL
85,2016,2393979,9,144.13,NULL
85,2016,2393979,1,27528.801,3119
85,2016,2393979,7,150320.828,504
85,2016,2393979,5,178030.33,3623
85,2016,2394090,9,6.628,NULL
85,2016,2394090,10,31.542,NULL
85,2016,2394090,11,79.034,NULL
85,2016,2394090,8,4509.379,123
85,2016,2394090,1,7907.35,902
85,2016,2394090,5,12533.933,1025
85,2016,2394113,11,331.217,NULL
85,2016,2394113,10,14.064,NULL
85,2016,2394113,9,14.702,NULL
85,2016,2394113,5,36113.14,2792
85,2016,2394113,8,14488.855,275
85,2016,2394113,1,21264.302,2517
85,2016,2394171,8,NULL,NULL
85,2016,2394171,1,2996.789,317
85,2016,2394171,5,2996.789,317
85,2016,2394183,9,52.975,NULL
85,2016,2394183,10,65.233,NULL
85,2016,2394183,11,133.153,NULL
85,2016,2394183,8,79517.219,431
85,2016,2394183,5,103851.001,3440
85,2016,2394183,1,24082.421,3009
85,2016,2394198,10,1177.022,NULL
85,2016,2394198,9,1242.608,NULL
85,2016,2394198,11,1731.763,NULL
85,2016,2394198,1,265214.769,38495
85,2016,2394198,7,1087128.104,3821
85,2016,2394198,5,1356494.266,42316
85,2016,2394245,8,401.948,39
85,2016,2394245,1,4769.157,337
85,2016,2394245,5,5171.105,376
85,2016,2394273,8,NULL,NULL
85,2016,2394273,5,NULL,NULL
85,2016,2394274,9,3.812,NULL
85,2016,2394274,11,26.716,NULL
85,2016,2394274,8,484.26,37
85,2016,2394274,1,2127.79,235
85,2016,2394274,5,2642.578,272
85,2016,2394282,9,14.469,NULL
85,2016,2394282,11,32.952,NULL
85,2016,2394282,8,498.868,42
85,2016,2394282,1,2350.295,264
85,2016,2394282,5,2896.584,306
85,2016,2394288,11,101.875,NULL
85,2016,2394288,8,2736.009,89
85,2016,2394288,1,11140.724,1012
85,2016,2394288,5,13978.608,1101
85,2016,2394320,9,163.992,NULL
85,2016,2394320,10,172.664,NULL
85,2016,2394320,11,440.183,NULL
85,2016,2394320,1,54941.931,6889
85,2016,2394320,8,82376.544,822
85,2016,2394320,5,138095.314,7711
85,2016,2394389,1,2120.149,421
85,2016,2394389,7,3476.43,75
85,2016,2394389,5,5596.579,496
85,2016,2394417,10,224.53,NULL
85,2016,2394417,9,96.202,NULL
85,2016,2394417,11,385.21,NULL
85,2016,2394417,2,44962.312,935
85,2016,2394417,1,45911.301,8288
85,2016,2394417,3,104205.797,206
85,2016,2394417,5,195785.352,9429
85,2016,2394440,9,2.847,NULL
85,2016,2394440,10,52.348,NULL
85,2016,2394440,11,557.054,NULL
85,2016,2394440,8,37479.644,554
85,2016,2394440,1,41406.946,4953
85,2016,2394440,5,79498.839,5507
85,2016,2394471,9,5.541,NULL
85,2016,2394471,11,10.119,NULL
85,2016,2394471,8,6076.742,125
85,2016,2394471,1,6088.509,586
85,2016,2394471,5,12180.911,711
85,2016,2394486,9,1.263,NULL
85,2016,2394486,10,8.245,NULL
85,2016,2394486,11,95.444,NULL
85,2016,2394486,8,3643.15,175
85,2016,2394486,1,21521.457,1456
85,2016,2394486,5,25269.559,1631
85,2016,2394503,11,23.812,NULL
85,2016,2394503,8,142.649,30
85,2016,2394503,1,7698.18,434
85,2016,2394503,5,7864.641,464
85,2016,2394586,11,220.764,NULL
85,2016,2394586,9,232.336,NULL
85,2016,2394586,10,3.932,NULL
85,2016,2394586,1,29143.837,4408
85,2016,2394586,7,324488.099,1100
85,2016,2394586,5,354088.968,5508
85,2016,2394596,1,NULL,NULL
85,2016,2394596,5,NULL,NULL
85,2016,2394614,10,151.243,NULL
85,2016,2394614,9,944.176,NULL
85,2016,2394614,11,2352.729,NULL
85,2016,2394614,2,158645.725,2295
85,2016,2394614,1,204387.78,23961
85,2016,2394614,3,399154.318,675
85,2016,2394614,5,765635.971,26931
85,2016,2394621,10,298.296,NULL
85,2016,2394621,9,620.758,NULL
85,2016,2394621,11,1157.28,NULL
85,2016,2394621,2,137252.636,1925
85,2016,2394621,1,198654.509,21746
85,2016,2394621,3,238129.47,396
85,2016,2394621,5,576112.949,24067
85,2016,2394658,8,NULL,NULL
85,2016,2394658,11,89.293,NULL
85,2016,2394658,1,779.369,78
85,2016,2394658,5,868.662,78
85,2017,2393809,8,NULL,NULL
85,2017,2393809,11,2.921,NULL
85,2017,2393809,1,118.53,15
85,2017,2393809,5,121.451,15
85,2017,2393887,9,1.605,NULL
85,2017,2393887,11,7.53,NULL
85,2017,2393887,8,3370.302,156
85,2017,2393887,1,14670.819,1213
85,2017,2393887,5,18050.256,1369
85,2017,2393967,10,5.108,NULL
85,2017,2393967,11,9.506,NULL
85,2017,2393967,1,1139.136,214
85,2017,2393967,8,6492.661,125
85,2017,2393967,5,7646.411,339
85,2017,2393979,11,7.317,NULL
85,2017,2393979,10,18.527,NULL
85,2017,2393979,9,124.529,NULL
85,2017,2393979,1,26449.366,3134
85,2017,2393979,7,145646.086,503
85,2017,2393979,5,172245.825,3637
85,2017,2394090,9,6.241,NULL
85,2017,2394090,10,32.118,NULL
85,2017,2394090,11,38.004,NULL
85,2017,2394090,8,4576.815,131
85,2017,2394090,1,7958.298,920
85,2017,2394090,5,12611.476,1051
85,2017,2394113,11,312.613,NULL
85,2017,2394113,9,13.146,NULL
85,2017,2394113,10,14.115,NULL
85,2017,2394113,5,35554.55,2840
85,2017,2394113,8,14190.519,282
85,2017,2394113,1,21024.157,2558
85,2017,2394183,9,41.49,NULL
85,2017,2394183,10,65.375,NULL
85,2017,2394183,11,93.188,NULL
85,2017,2394183,8,83556.617,434
85,2017,2394183,5,107923.377,3675
85,2017,2394183,1,24166.707,3241
85,2017,2394198,11,826.919,NULL
85,2017,2394198,9,1176.586,NULL
85,2017,2394198,10,1372.024,NULL
85,2017,2394198,1,258664.416,38683
85,2017,2394198,7,1068653.85,3822
85,2017,2394198,5,1330693.795,42505
85,2017,2394245,8,382.212,38
85,2017,2394245,1,4794.273,335
85,2017,2394245,5,5176.485,373
85,2017,2394273,8,NULL,NULL
85,2017,2394273,5,NULL,NULL
85,2017,2394274,9,2.595,NULL
85,2017,2394274,11,17.041,NULL
85,2017,2394274,8,120.994,28
85,2017,2394274,1,2115.806,237
85,2017,2394274,5,2256.436,265
85,2017,2394282,9,14.757,NULL
85,2017,2394282,11,29.065,NULL
85,2017,2394282,8,504.186,43
85,2017,2394282,1,2330.452,267
85,2017,2394282,5,2878.46,310
85,2017,2394288,11,82.815,NULL
85,2017,2394288,8,2845.912,88
85,2017,2394288,1,11139.385,1020
85,2017,2394288,5,14068.112,1108
85,2017,2394320,9,155.509,NULL
85,2017,2394320,10,170.196,NULL
85,2017,2394320,11,296.251,NULL
85,2017,2394320,1,53549.305,6934
85,2017,2394320,8,80965.978,821
85,2017,2394320,5,135137.239,7755
85,2017,2394389,1,2130.863,422
85,2017,2394389,7,3559.406,76
85,2017,2394389,5,5690.269,498
85,2017,2394417,10,228.34,NULL
85,2017,2394417,9,77.466,NULL
85,2017,2394417,11,384.315,NULL
85,2017,2394417,2,43332.045,941
85,2017,2394417,1,44229.029,8326
85,2017,2394417,3,95720.441,202
85,2017,2394417,5,183971.636,9469
85,2017,2394440,9,3.076,NULL
85,2017,2394440,10,52.348,NULL
85,2017,2394440,11,522.247,NULL
85,2017,2394440,8,37943.771,555
85,2017,2394440,1,44543.822,5031
85,2017,2394440,5,83065.265,5586
85,2017,2394471,11,5.182,NULL
85,2017,2394471,9,9.071,NULL
85,2017,2394471,8,5194.804,146
85,2017,2394471,1,6613.551,674
85,2017,2394471,5,11822.608,820
85,2017,2394486,9,1.537,NULL
85,2017,2394486,10,8.245,NULL
85,2017,2394486,11,67.158,NULL
85,2017,2394486,8,3486.292,169
85,2017,2394486,1,21176.456,1466
85,2017,2394486,5,24739.688,1635
85,2017,2394503,8,234.718,35
85,2017,2394503,11,13.903,NULL
85,2017,2394503,1,7466.26,438
85,2017,2394503,5,7714.881,473
85,2017,2394586,11,206.913,NULL
85,2017,2394586,9,214.963,NULL
85,2017,2394586,10,4.825,NULL
85,2017,2394586,1,27839.213,4430
85,2017,2394586,7,322091.106,1114
85,2017,2394586,5,350357.02,5544
85,2017,2394596,1,NULL,NULL
85,2017,2394596,5,NULL,NULL
85,2017,2394614,10,152.53,NULL
85,2017,2394614,9,841.066,NULL
85,2017,2394614,11,2114.67,NULL
85,2017,2394614,2,147304.267,2307
85,2017,2394614,1,196484.346,23989
85,2017,2394614,3,390213.621,659
85,2017,2394614,5,737110.5,26955
85,2017,2394621,10,277.768,NULL
85,2017,2394621,9,454.643,NULL
85,2017,2394621,11,894.529,NULL
85,2017,2394621,2,131695.868,1933
85,2017,2394621,1,190323.943,21752
85,2017,2394621,3,228566.71,381
85,2017,2394621,5,552213.461,24066
85,2017,2394658,11,84.692,NULL
85,2017,2394658,7,1905.68,60
85,2017,2394658,1,5206.858,566
85,2017,2394658,5,7197.23,626
85,2018,2394717,1,8138.493,1249
85,2018,2394738,1,12643.535,1914
85,2018,2394747,1,34799.448,3874
85,2018,2394789,1,54387.365,6428
85,2018,2394826,1,79049.785,11920
85,2018,2394871,1,2885.429,187
85,2018,2394924,1,76518.2,9758
85,2018,2394963,1,22734.802,1582
85,2018,2394988,1,5986.452,452
