Year,County,Landfill,WTE,Onsite,MSW_Compost,Organics,Recycling,Recycling_Rate
2002,Yellow Medicine,4559.31,0,1615.198,0,0,1292.494801,0.17309419
2003,Yellow Medicine,3975.2,0,1217.275,0,0,1364.722114,0.208125833
2004,Yellow Medicine,4304.59,0,1217.275,0,0,1257.768342,0.185521588
2005,Yellow Medicine,4903.94,0,1217.275,0,0,1429.116,0.189278589
2006,Yellow Medicine,4956,0,1175.3,0,0,1590.344001,0.205959249
2007,Yellow Medicine,4896.95,0,1049.375,0,0,1927.190002,0.244768696
2008,Yellow Medicine,4261.15,0,1049.375,0,0,1955.610002,0.269140334
2009,Yellow Medicine,4476.71,0,1049.375,0,0,1820.700003,0.247822687
2010,Yellow Medicine,3581.86,0,944.4375,0,0,1952.801996,0.301400217
2011,Yellow Medicine,4391,0,944.4375,0,0,4397.769996,0.451831526
2012,Yellow Medicine,3750.51,0,944.4375,0,0,4386.320003,0.483007466
2013,Yellow Medicine,3914.1,0,944.4375,0,46.55,4136.48,0.462644337
2014,Yellow Medicine,3773,0,839.5,0,50,4305.82,0.485689627
2015,Yellow Medicine,4448,0,839.5,0,0.75,1016.54,0.161351924
2016,Yellow Medicine,4372,0,839.5,0,64.25,1034.04,0.17406126
2017,Yellow Medicine,4407.19,0,831.105,0,14.2,1458.21,0.219412118
2018,Yellow Medicine,4393.03,0,629.625,0,10,1112.61,0.182678859
2019,Yellow Medicine,4472,0,314.8125,0,28,1372.03,0.226291521
2020,Yellow Medicine,3585,0,302.22,0,1,1748.42,0.31036575
2021,Yellow Medicine,4725,0,293.825,0,0,3139.7,0.38483672
2022,Yellow Medicine,4719,0,293.825,0,125.5,2260.85,0.322515686
2023,Yellow Medicine,5219.41,0,289.6275,0,169.8,2659.03,0.339275
