Abc Sort,Community Designation,Ctu Code,Ctu Id,Ctu Name,Ctu Type,Five Color,Year,$ Compost Emis T CO2e,$ Electricity Emis T CO2e,$ Electricity R MWh,$ Landfill Emis T CO2e,$ NG R Emis T CO2e,$ NG R Therms,$ Other Fuels Emis T CO2e,$ Passenger Veh Emis T CO2e,$ Transit Emis T CO2e,$ Trucks Emis T CO2e,Actual R E Emis T Co2E,Actual R E Mwh,Actual R Ng Emis T Co2E,Actual R Ng Therms,Composting Scope1 Co2E Tonnes,Composting Scope3 Co2E Tonnes,Est R E Emis T Co2E,Est R E Mwh,Est R Ng Emis T Co2E,Est R Ng Therms,Kerodfo Emis Tonnes Co2E,Kerodfo Res Use Mmbtu,Landfill Scope1 Co2E Tonnes,Landfill Scope3 Co2E Tonnes,Metrotransit Tonnes Co2E,Population,Prop Emis Tonnes Co2E,Prop Res Use Mmbtu,show,Total Co2 W Equiv Heavy,Total Co2 W Equiv Medium,Total Co2 W Equiv Personal,Wastwater Tonnes Co2E
304,Emerging Suburban Edge,55726,2396433,Rosemount,C,4,2017,0.054681939,1.524844868,3.483902441,0.099816958,1.457679068,274.197247236,0.057203064,2.911820679,,1.051947832,36542.907270215,83491.722,,,38.134078666,1310.452673727,33962.046580772,77595.07832,34933.27886124,6571137.03,245.1828475,3276.365059,0,2392.113388844,,23965,1125.68858,18240.46778,23965,21051.994896,4157.934899,69781.782574,1923.874738702
306,Urban,55852,2396435,Roseville,C,2,2017,0.054157562,1.052991841,2.863200739,0.022741460,1.523944045,286.662044627,0.038416385,4.406507906,0.054604186,1.822536656,37894.017368802,103038.005,54842.174337276,10316107,0,1948.968192253,36305.718603346,98719.2458,48983.416344803,9214043.213,743.2105066,9931.481585,0,818.396934361,1965.040836719,35987,639.2799346,10358.78417,35987,58898.978807,6688.647825,158577,4648.042659749
308,Urban,56680,2396471,St. Anthony,C,4,2017,0.018217444,0.986873301,2.567397065,0.075453133,1.524751981,286.814021739,0.049849333,2.457910853,0.066747311,0.350209095,9079.234366432,23620.053,14027.718223536,2638689,0,167.600488932,9907.219878841,25774.09605,11449.105511474,2153638.125,0,0,0,694.168819714,614.075261475,9200,458.6138661,7431.301688,9200,2376.358256,845.5654176,22612.779848,1059.564056197
312,Suburban,56770,2396475,St. Bonifacius,C,2,2017,0.020364189,1.419455814,3.547148148,0.059564971,1.853027972,348.564495530,0.016308991,2.468799318,,0.417802599,3334.301706702,8332.251,4352.762705886,818778,0.735915062,47.835479162,3983.322737917,9954.121668,3576.349902188,672730.5893,38.30981993,511.9320405,0,139.918117960,,2349,0,0,2349,676.9276933,304.4906121,5799.209597,353.659465482
314,Rural Centers,56950,2396487,St. Francis,C,2,2017,0.029970154,1.882028971,3.321471343,0.010611608,1.354722225,254.830513202,0.283036931,3.987475723,,0.294943652,,,,,0,225.885048819,14184.852351122,25033.92951,10210.541412074,1920657.578,0,0,0,79.979687004,,7537,2133.249347,34566.8124,7537,1525.369138,697.6211694,30053.604524,
318,Urban Center,57220,2396500,St. Louis Park,C,4,2017,0.011522449,1.495577140,2.639447473,0.041734180,1.508261972,283.712162715,0.041181827,3.563430090,0.057742155,0.521446248,,,73784.175679813,13879199,352.101374021,563.678205464,73163.633687945,129121.7704,67645.825586779,12724542.44,367.7742713,4914.547588,0,2041.636080612,2824.746202783,48920,1646.840701,26685.12879,48920,17330.376879,8178.77358,174323,6592.313671493
320,Rural Residential,57292,2396508,St. Marys Point,C,1,2017,0.032542535,3.034879551,5.356062853,0,1.618791007,304.503266667,0.098355418,1.292711911,,,,,,,0,12.203450755,1138.079831727,2008.52357,607.046627551,114188.725,22.98589196,307.1592243,0,0,,375,13.89738988,225.1909602,375,,5.19422101,484.7669666,
322,Urban Center,58000,2396511,St. Paul,C,3,2017,0.055420060,0.861588764,2.342754703,0.015145187,1.454331901,273.567627272,0.051804446,2.679859629,0.090568057,0.410300144,266386.01412654,724332.899,449650.337260998,84581639,0,17134.774049382,220329.43913386,599100.0012,364245.997122564,68516624.77,4405.629292,58872.18465,0,4682.589015701,28001.831923242,309180,11611.26925,188147.0473,309180,100426,26430.598514,828559,36521.052983865
324,Emerging Suburban Edge,58018,2396516,St. Paul Park,C,5,2017,0.040365316,1.199297220,3.078203075,0.023829705,1.549368832,291.444583482,0.039654802,2.765244601,0,0.661119890,6708.868646644,17219.468,8667.169248168,1630341,0,225.803579826,7536.683021722,19344.19631,7678.359885997,1444340.658,68.95767587,921.4776728,0,133.303368523,0,5594,152.8712887,2477.100563,5594,2526.205714,1172.098951,15468.778299,452.588833888
330,Suburban,58738,2396543,Savage,C,4,2017,0.030248740,1.610284057,3.152150149,0.094612114,1.439534798,270.784212744,0.028112939,2.536541169,,0.858502533,,,,,0,929.029553262,49456.654229577,96811.98752,44212.432241106,8316595.526,168.5632077,2252.500978,0,2905.821867094,,30713,694.8694941,11259.54801,30713,22012.445322,4354.742979,77904.788925,2845.428975974
331,Diversified Rural,58900,2396548,Scandia,C,3,2017,0.033816756,1.469367415,3.970453865,0.000400427,1.506577592,283.395321808,0.289858950,2.832990844,,0.241867101,,,,,0,136.924043932,5949.468662081,16076.3677,6100.132670825,1147467.658,291.1546315,3890.683508,0,1.621327063,,4049,882.4842575,14299.62598,4049,415.8466334,563.4732578,11470.779927,
358,Suburban,65164,2397036,Tonka Bay,C,5,2017,0.018558484,2.114765355,5.750279817,0.010418518,1.689444722,317.793609305,0.030125678,3.477675064,0,0.090654511,3227.131932028,8774.927,,,0,28.320245897,2740.329826594,7451.258483,2578.092646077,484953.0478,45.97178392,614.3184486,0,15.898658982,0,1526,0,0,1526,41.98121413,96.3575691,5306.932147,330.508951128
360,Suburban,66460,2397106,Vadnais Heights,C,3,2017,0.055329024,1.676593033,3.681758596,0.005153296,1.837252979,345.597134761,0.011486350,3.808823315,0,0.727677115,,,23340.461842232,4390466,0,702.899919532,21299.437893603,46773.0612,20344.489196375,3826907.484,0,0,0,65.467467349,0,12704,145.9225938,2364.505082,12704,6145.185755,3099.224318,48387.291395,1637.805842523
362,Rural Centers,66802,2397127,Vermillion,C,3,2017,0.053929403,2.115772459,4.933147416,0.151330897,4.202382378,790.490654206,0.066607591,2.469895154,,0.138138412,,,1798.619657932,338330,0,23.081784326,905.550612273,2111.387094,644.811211523,121292.4457,7.66196399,102.3864081,0,64.769624075,,428,20.84608482,337.7864404,428,37.46186443,21.66137578,1057.115126,
366,Emerging Suburban Edge,67036,2397135,Victoria,C,2,2017,0.095318832,1.816024946,3.927582145,0.095293184,2.574464091,484.270497165,0.081685184,2.826385162,,0.152415615,,,23612.984644007,4441729,0,874.264329490,16656.580804827,36023.78343,14492.676035211,2726150.057,61.29571189,819.0912647,0,874.029084024,,9172,687.9207992,11146.95253,9172,422.6478117,975.3082136,25923.604702,869.446970269
368,Emerging Suburban Edge,67432,2397159,Waconia,C,2,2017,0.083623035,1.183149313,3.137249996,0.156255172,1.354639745,254.814998179,0.026431200,3.724375516,,0.560193378,,,,,0,1056.409795616,14946.725275099,39632.8792,17113.163896176,3219077.872,153.2392797,2047.728162,0,1973.971585559,,12633,180.6660685,2927.482483,12633,5704.261161,1372.661785,47050.035892,1305.287039801
374,Rural Centers,68548,2397211,Watertown,C,2,2017,0.080210726,1.245930038,3.387820939,0.126826008,1.615548227,303.893282408,0,2.735171133,,0.178976469,5545.634600180,15079.191,7190.805158540,1352629,0,357.017941879,5024.177434869,13661.29156,5433.002035344,1021976.809,0,0,0,564.502559416,,4451,0,0,4451,359.0003034,437.6239597,12174.246714,
378,Suburban,68818,2397235,Wayzata,C,1,2017,0.021889060,1.836567073,4.993828060,0.069757078,2.635848511,495.817235637,0.122434783,5.152662555,0.025565165,0.362999222,8822.868218223,23990.35,12662.616247292,2381906,0,105.155045410,6044.763772883,16436.37817,6852.798943977,1289048.219,421.4080192,5631.252445,0,335.113000896,122.815052295,4804,166.7686786,2702.291523,4804,874.8264721,869.0217913,24753.390916,789.983388027
382,Urban Center,69700,2397275,West St. Paul,C,5,2017,0.052836929,1.003283599,2.728038558,0.082465602,1.376072787,258.846668248,0.052213938,3.033979905,0.064072354,0.335034980,21154.234688526,57520.693,29014.494706079,5457782,0,1114.066652141,19432.791428019,52839.89926,25350.438341858,4768553.355,107.2674958,1433.409713,0,1738.787219915,1350.965575244,21085,993.6633766,16101.15366,21085,5556.318919,1507.893633,63971.46629,3081.772651424
384,Suburban,69970,2397299,White Bear Lake,C,1,2017,0.053462433,0.940196056,2.556496583,0.004973144,1.613746076,303.554288178,0.070497710,3.076895582,0.009628022,0.586317785,,,41169.889896465,7744277,0,1363.933586592,23986.281782422,65221.34083,31501.442784496,5925590.266,957.7454982,12798.30101,0,126.874854212,245.630104590,25512,840.7920879,13624.05309,25512,12654.489311,2303.650026,78497.76008,3194.138250675
390,Suburban,70366,2397314,Willernie,C,3,2017,0.033595440,1.272524937,3.419104673,0.017878294,1.725022507,324.485981308,0.272107132,2.367180277,0,,680.800841522,1829.221,922.887041105,173600,0,17.973560623,696.253200772,1870.739427,626.365555950,117822.719,145.5773157,1945.341754,0,9.564887523,0,535,0,0,535,,,1266.441448,69.414323611
392,Suburban Edge,71428,2397369,Woodbury,C,2,2017,0.038957257,1.277881084,3.474699349,0.037099313,1.889953805,355.510442774,0.041395577,3.193500994,0,0.405179450,88718.172109328,241234.477,131211.932892007,24681668,0,2704.646526198,76928.566491263,209177.2414,104860.473930478,19724817.3,268.1687395,3583.524283,0,2575.656890367,0,69426,2605.760603,42223.30504,69426,20687.987862,7442.000645,221712,6196.558978368
394,Suburban,71500,2397370,Woodland,C,5,2017,0.022937836,4.100684323,11.150212121,0.011498689,5.625980306,1058.277056277,0.031624803,2.228862864,,0.050358444,1894.516157272,5151.398,2599.202901412,488924,0,10.597280022,931.896348655,2533.928765,770.844432894,144999.9703,7.66196399,102.3864081,0,5.312394304,,462,6.94869494,112.5954801,462,0,23.26560096,1029.734643,
271,Rural Residential,47536,2437910,Nowthen,C,4,2017,0.029381413,2.263442006,3.994602568,0.001912718,0.735923309,138.431119708,1.080178157,3.625375026,,0.159268932,,,3424.251157353,644120,0,136.711716558,10531.795654598,18586.88575,6939.312645215,1305321.91,321.8024874,4300.22914,0,8.899878340,,4653,4704.266475,76227.14004,4653,290.6119087,450.4664327,16868.869997,
14,Diversified Rural,4132,663529,Baytown Twp.,T,3,2017,0.034381366,2.035104874,5.533674199,0,2.772467646,521.516027325,0.089508683,3.170817850,0,0.167411587,3872.804575473,10530.582,5276.005930353,992445,0,65.427740053,3315.291377220,9014.642237,3112.163136587,585414.5702,38.30981993,511.9320405,0,0,0,1903,132.0252039,2139.314122,1903,111.3443706,207.2398798,6034.066369,
18,Diversified Rural,4852,663556,Belle Plaine Twp.,T,2,2017,0.026096307,2.445195461,4.791076452,0.004006625,1.543619168,290.363040880,1.231718029,2.485633945,,0.134924174,,,,,0,24.321758067,2278.922169657,4465.283253,1438.653065000,270618.3541,15.32392797,204.7728162,0,3.734174462,,932,1132.637275,18353.06326,932,62.07459735,63.67473271,2316.610837,
20,Agricultural,5266,663571,Benton Twp.,T,4,2017,0.077943735,1.851237332,5.033718109,0.005822111,1.617014109,304.169022721,1.777151254,3.914021207,,3.002858295,,,,,0,60.718169855,1442.113881519,3921.266407,1259.653991148,236947.6687,91.94356783,1228.636897,0,4.535424201,,779,1292.457259,20942.7593,779,2210.914611,128.3120005,3049.02252,
30,Agricultural,6418,663612,Blakeley Twp.,T,4,2017,0.026250641,2.898664231,5.115665234,0.144182895,1.561483440,293.723406081,1.734375216,2.816248475,,0.847766802,,,,,0,11.655284501,1287.006918446,2271.355364,693.298647251,130413.1923,61.29571189,819.0912647,0,64.017205503,,444,708.766884,11484.73897,444,369.523299,6.88516108,1250.414323,
42,Agricultural,9406,663731,Camden Twp.,T,2,2017,0.077096868,2.379833391,4.656212711,0.006959177,1.522460921,286.383061070,1.876711850,2.567840226,,0.089117962,,,,,0,73.473315119,2267.981221468,4437.370714,1450.905257538,272923.0572,252.8448115,3378.751467,0,6.632096020,,953,1535.661582,24883.60111,953,16.01710703,68.91231116,2447.151735,
46,Agricultural,10306,663763,Castle Rock Twp.,T,2,2017,0.054124328,2.151585110,4.052966472,0.018637788,1.534467498,288.641562682,1.272266012,3.397668968,,2.568836782,2951.974770433,5560.67,,,0,74.258578402,3293.717516451,6204.414877,2105.289407816,396016.224,15.32392797,204.7728162,0,25.571044740,,1372,1730.22504,28036.27455,1372,3321.72203,202.7220348,4661.601824,
48,Diversified Rural,10450,663767,Cedar Lake Twp.,T,1,2017,0.026311151,2.338183987,4.126509862,0.044743767,1.479955569,278.387576557,0.216338514,2.897506823,,0.098951115,,,,,0,81.932924605,7281.104936106,12849.95171,4608.581642424,866898.9134,145.5773157,1945.341754,0,139.332089019,,3114,528.1008155,8557.256489,3114,87.41840155,220.7153713,9022.836248,
78,Diversified Rural,13726,663886,Credit River Twp.,T,2,2017,0.026338419,2.111389923,3.761968746,0.002624349,1.430368422,269.059968299,0.167817624,2.541203964,,0.078393026,,,,,0,149.549540852,11988.471982051,21360.45854,8121.631898930,1527722.5,84.28160385,1126.250489,0,14.901053979,,5678,868.5868676,14074.43501,5678,168.235008,276.8805959,14428.956109,
82,Agricultural,14482,663913,Dahlgren Twp.,T,5,2017,0.078425814,2.481745959,4.756957367,0.012404324,0.345059544,64.907550077,1.595184753,3.989140010,,0.431050295,,,447.887288094,84250,0,101.796707061,3221.306254856,6174.530663,2089.097539683,392970.4468,222.1969556,2969.205835,0,16.100812477,,1298,1848.352854,29950.39771,1298,384.521337,174.9819463,5177.903733,
90,Diversified Rural,15688,663965,Denmark Twp.,T,4,2017,0.033459298,2.042292349,5.553217733,0.013744878,2.136521423,401.891133558,0.113185269,6.101162546,,1.127986299,3639.364965139,9895.834,3807.281176429,716170,0,59.624468634,3166.714423164,8610.645142,2966.874469856,558084.9931,76.61963986,1023.864081,0,24.493373239,,1782,125.0765089,2026.718642,1782,937.7207554,1072.35083,10872.271657,
92,Agricultural,16228,663994,Douglas Twp.,T,2,2017,0.053483415,4.167508713,7.354966887,0.130318957,1.582093589,297.600285563,1.466445428,4.285610111,,0.242131985,3146.469078069,5553,,,0,40.379978046,2139.240466565,3775.407295,1194.480659368,224688.2156,99.60553182,1331.023305,0,98.390812512,,755,1007.560766,16326.34462,755,146.9010189,35.90862974,3235.635634,
104,Agricultural,19376,664099,Empire Twp.,T,3,2017,0.054901315,1.529058648,3.801826578,7.694671790e-05,1.390671820,261.592824651,0.35717339,3.941323194,,0.576001226,4602.466530585,11443.498,,,0,165.252957031,4621.883147173,11491.77516,4185.922177586,787394.4022,53.6337479,716.7048566,0,0.231609621,,3010,1021.458156,16551.53558,3010,703.9551768,1029.808513,11863.382813,188.367770325
106,Agricultural,19871,664113,Eureka Twp.,T,4,2017,0.052902653,1.337670460,2.360768176,0.150938341,1.537629617,289.236374143,1.374049348,2.728122479,,0.678021130,1950.323530833,3442,,,0,77.132067440,3734.351907036,6590.516425,2241.863981596,421706.6335,22.98589196,307.1592243,0,220.068100705,,1458,1980.378058,32089.71183,1458,664.7874794,323.7673288,3977.602574,
130,Agricultural,25802,664346,Greenvale Twp.,T,1,2017,0.053507507,0.922906572,1.853667929,0.000432297,0.176098118,33.125,1.834816297,2.326523380,,0.243594238,730.942005075,1468.105,139.469709236,26235,0,42.377945710,1886.864912153,3789.788783,1212.878539057,228148.9554,84.28160385,1126.250489,0,0.342379440,,792,1368.892903,22181.30958,792,142.9355111,49.99112544,1842.606517,
134,Diversified Rural,25982,664354,Grey Cloud Island Twp.,T,1,2017,0.033161551,1.921978612,5.152836667,0,1.582654597,297.705814167,1.823303629,3.356305363,,0.358978084,576.593583608,1545.851,,,0,9.948465289,592.158239616,1587.57994,474.796378956,89311.74425,53.6337479,716.7048566,0,0,,300,493.3573408,7994.279088,300,105.8724128,1.82101238,1006.891609,
142,Agricultural,26882,664386,Hampton Twp.,T,5,2017,0.052578096,3.747355773,7.084502756,0.155146875,1.504601926,283.023688313,1.930237979,3.849337475,,1.508210146,3398.851685940,6425.644,,,0,47.688333448,2213.069337210,4183.882388,1364.673946445,256702.4853,145.5773157,1945.341754,0,140.718215258,,907,1605.148531,26009.55591,907,872.9434097,495.0031925,3491.34909,
144,Agricultural,26918,664388,Hancock Twp.,T,2,2017,0.080434347,2.688279955,5.672319348,0.000343335,1.675275311,315.128267085,2.666438429,2.400392641,,,,,,,0,25.658556679,857.561305606,1809.469872,534.412824188,100525.9172,30.64785594,409.5456324,0,0.109523920,,319,819.946003,13286.26665,319,,23.14420014,765.7252526,
154,Diversified Rural,28322,664443,Helena Twp.,T,4,2017,0.026624484,2.198049817,3.988716536,0.041116451,1.370008582,257.705958779,0.521260469,3.113231183,,0.065496901,,,,,0,49.734535917,4105.957058835,7450.92249,2559.176030507,481394.731,84.28160385,1126.250489,0,76.805529772,,1868,889.4329524,14412.22146,1868,68.25547268,54.09273903,5815.51585,
158,Agricultural,29726,664502,Hollywood Twp.,T,5,2017,0.077034772,2.207861008,4.406766268,0.008987647,1.475578440,277.564215113,1.898721274,3.647261753,,1.571434414,,,,,0,78.498433044,2249.810367526,4490.494827,1503.614430466,282837.9352,406.0840913,5426.479629,0,9.158412283,,1019,1528.712887,24771.00563,1019,1412.89493,188.3967374,3716.559726,
168,Diversified Rural,31580,664569,Jackson Twp.,T,5,2017,0.026470644,1.655852509,2.922307118,0.110923308,1.040295360,195.685134164,0.171865309,2.937768785,,5.284111174,,,,,0,40.367731935,2525.175076509,4456.518355,1586.450423655,298419.8296,53.6337479,716.7048566,0,169.158044210,,1525,208.4608482,3377.864404,1525,7164.941569,893.3279708,4480.097397,
180,Diversified Rural,35108,664705,Laketown Twp.,T,1,2017,0.076184612,1.679733544,3.499700694,0.009879755,1.220359741,229.556209508,0.768472388,2.750902088,,0.142820299,,,,,0,164.254023923,3621.505521204,7545.354697,2631.095600637,494923.1877,107.2674958,1433.409713,0,21.300751009,,2156,1549.558972,25108.79207,2156,119.7406134,188.1799502,5930.944902,53.596046116
194,Diversified Rural,37376,664793,Linwood Twp.,T,1,2017,0.029220955,2.117980112,3.737886269,0.001106293,0.493471197,92.824577687,0.169015360,2.508755059,,0.080224495,,,2658.329339610,500046,0,157.413284529,11409.558863507,20135.99333,7880.468001387,1482358.278,375.4362353,5016.933997,0,5.959602841,,5387,535.0495105,8669.851969,5387,95.03926575,337.130091,13514.663501,
202,Diversified Rural,38294,664829,Louisville Twp.,T,4,2017,0.026363496,2.520670309,4.448568181,0.127433987,1.473086844,277.095532596,0.148310681,6.160353484,,2.520031685,,,,,0,36.961621396,3533.979772677,6236.89259,2065.267755795,388487.9367,68.95767587,921.4776728,0,178.662449569,,1402,138.9738988,2251.909602,1402,3030.467664,502.6167585,8636.815584,
214,Agricultural,40724,664919,Marshan Twp.,T,4,2017,0.053420094,2.845441538,5.021735942,0.190384746,0.918737213,172.819395018,1.562969108,3.641406359,,0.345673058,,,1032.660627002,194249,0,60.044186105,3198.276288663,5644.431199,1868.127372825,351404.7738,61.29571189,819.0912647,0,213.992454519,,1124,1695.481566,27473.29715,1124,182.5019747,206.034543,4092.940747,
216,Diversified Rural,41120,664932,May Twp.,T,4,2017,0.034013694,1.900084662,4.547712067,0,2.100204458,395.059717698,0.371182225,2.978934163,,0.146679574,,,5802.864917730,1091550,0,93.979835433,5249.933920168,12565.32844,4577.364552864,861026.8115,268.1687395,3583.524283,0,0,,2763,757.4077486,12272.90733,2763,206.7159414,198.5597208,8230.795093,
252,Diversified Rural,45754,665104,New Market Twp.,T,3,2017,0.026895966,2.435893079,4.340749604,0.236327219,1.583611251,297.885766036,0.325934829,3.034523781,,2.927874950,,,,,0,95.184823421,8620.625607440,15361.91285,5604.400217906,1054217.726,0,0,0,836.362028432,,3539,1153.48336,18690.8497,3539,8389.020727,1972.72872,10739.179662,
262,Agricultural,46330,665126,Nininger Twp.,T,2,2017,0.053698033,2.729946985,4.817907067,0.000101153,1.613604504,303.527657735,0.716887814,3.519646656,,0.117104450,,,,,0,47.898645834,2435.112710693,4297.573104,1439.335217807,270746.6707,76.61963986,1023.864081,0,0.090228576,,892,562.8442902,9120.23389,892,86.5765619,17.88060723,3139.524817,
292,Agricultural,53116,665377,Randolph Twp.,T,3,2017,0.054211879,3.498196814,8.723385593,0.159967824,1.736211225,326.590639266,0.976676758,4.067715427,,0.722654655,2476.723344392,6176.157,,,0,38.382010383,1552.003746230,3870.201661,1229.237547562,231226.1726,38.30981993,511.9320405,0,113.257219202,,708,653.1773245,10583.97513,708,306.1859422,205.4535533,2879.942522,
294,Diversified Rural,53260,665381,Ravenna Twp.,T,3,2017,0.052999076,2.448928292,4.321955331,0.109019922,1.569637607,295.257248715,0.534218100,1.981385872,,0.096779228,5811.306836787,10256,,,0,125.766806624,6011.988628920,10610.17033,3724.750042175,700645.4512,107.2674958,1433.409713,0,258.704275994,,2373,1160.432055,18803.44518,2373,33.03112943,196.6259791,4701.828674,
316,Diversified Rural,57184,665519,St. Lawrence Twp.,T,5,2017,0.025985341,2.622755962,4.628732556,0.139460491,1.401296613,263.591405284,1.210242367,10.678067865,,0.647805447,,,,,0,13.278509054,1340.228296619,2365.282336,716.062569438,134695.2081,0,0,0,71.264311073,,511,618.4338497,10020.99773,511,297.4352406,33.59334258,5456.492679,
328,Diversified Rural,58324,665541,Sand Creek Twp.,T,3,2017,0.026706131,2.248309203,4.140055833,0.115768974,1.426372264,268.308269610,0.584495665,3.362480327,,0.577479759,,,,,0,44.465708677,3743.434822543,6893.192962,2374.909819690,446733.2689,153.2392797,2047.728162,0,192.755341869,,1665,819.946003,13286.26665,1665,604.5073297,356.9964689,5598.529744,
326,Agricultural,58486,665551,San Francisco Twp.,T,1,2017,0.076579275,2.273476560,4.796376530,0.443336596,1.546270071,290.861689919,1.291805634,2.856604401,,0.041176379,,,,,0,66.087914532,1962.010271505,4139.272945,1334.431071543,251013.6384,107.2674958,1433.409713,0,382.599482019,,863,1007.560766,16326.34462,863,14.33342773,21.20178694,2465.249598,
332,Agricultural,59008,665569,Sciota Twp.,T,4,2017,0.053889568,1.256429797,2.411238095,0.093672634,1.389056973,261.289063265,2.190595447,3.568354268,,0.522071975,554.085540428,1063.356,,,0,23.765299579,1054.003563037,2022.758096,612.574124984,115228.4769,76.61963986,1023.864081,0,41.309631507,,441,889.4329524,14412.22146,441,150.9329878,79.30075319,1573.644232,
346,Diversified Rural,61978,665676,Spring Lake Twp.,T,5,2017,0.026159218,2.233469499,4.177134339,0.001131114,1.533838519,288.523248305,0.257140971,3.892243804,,0.215390712,,,,,0,92.603630278,7906.482025608,14787.05556,5429.788357665,1021372.299,0,0,0,4.004142193,,3540,910.2790373,14750.0079,3540,448.7226871,313.7604322,13778.543065,
354,Diversified Rural,62842,665712,Stillwater Twp.,T,5,2017,0.033452592,2.196986331,5.973847703,0,2.717613819,511.197728446,0.323882844,2.438656960,,0.104245916,4255.562523967,11571.343,5264.017967924,990190,0,64.797670584,3432.852958896,9334.30512,3249.740049158,611293.525,245.1828475,3276.365059,0,0,,1937,382.1782218,6192.751407,1937,153.7021972,48.22214199,4723.678532,
364,Agricultural,66820,665860,Vermillion Twp.,T,1,2017,0.053388302,2.957006245,5.385650446,0.145535337,1.526174667,287.081636577,1.234345651,3.673820827,,0.700339686,3645.988700445,6640.507,,,0,65.827776711,3084.982744944,5618.736424,1881.773364023,353971.6579,76.61963986,1023.864081,0,179.445070622,,1233,1445.328548,23419.85986,1233,469.5471416,393.9716916,4529.82108,
370,Agricultural,67450,665887,Waconia Twp.,T,3,2017,0.084447964,1.730463627,4.645448533,0.156215109,1.547948877,291.177482249,2.065784891,2.792149738,,0.181918385,,,,,0,99.901941060,2047.138471283,5495.565615,1831.223521365,344462.9615,275.8307035,3685.910691,0,184.802473602,,1183,2167.992822,35129.7898,1183,102.1505954,113.058854,3303.11314,
372,Agricultural,68530,665929,Waterford Twp.,T,5,2017,0.053097643,1.302683639,2.706177866,0.011796838,0.778093913,146.363636364,1.240162751,4.755087984,,20.665570668,659.157921294,1369.326,393.715519955,74060,0,26.867407268,1283.793483460,2666.935705,824.121464173,155021.6655,22.98589196,307.1592243,0,5.969199822,,506,604.5364599,9795.80677,506,10342.133022,114.6457362,2406.07452,
376,Agricultural,68566,665931,Watertown Twp.,T,4,2017,0.079625573,1.940666926,5.136308053,0.017551766,1.726040679,324.677504876,1.875732850,2.604901544,,0.284570221,,,,,0.738490026,99.611592178,2427.774324250,6425.521374,2159.276888809,406171.5586,275.8307035,3685.910691,0,21.957259165,,1251,2070.711092,33553.45308,1251,292.1405122,63.85683395,3258.731831,
380,Rural Residential,69520,665966,West Lakeland Twp.,T,1,2017,0.032601182,1.646797127,4.477822685,0.000157576,2.329289551,438.151851852,0.043802152,2.564523562,,2.663025280,7114.163588682,19344.194,10062.530861728,1892816,0,140.837106945,5879.092485222,15985.8997,5888.329185826,1107626.287,91.94356783,1228.636897,0,0.680727025,,4320,97.28172917,1576.336722,4320,10946.042203,558.2270078,11078.741788,
388,Suburban,69916,665981,White Bear Twp.,T,5,2017,0.053958379,1.152673083,2.639023651,0.000816946,2.085519593,392.297415761,0.008395906,2.747740053,0,0.409837086,12622.922931344,28899.948,22838.525057900,4296049,0,590.898212397,19332.021052568,44260.30375,18532.329419295,3486030.515,91.94356783,1228.636897,0,8.946378269,0,10951,0,0,10951,3032.018422,1456.10751,30090.501315,1348.126657162
398,Agricultural,72130,666069,Young America Twp.,T,1,2017,0.078797998,2.087066519,5.543507147,0.090595432,1.740131858,327.328131295,2.047057018,2.062111480,,0.550493654,,,,,0,54.134224922,1433.814698298,3808.38941,1195.470586497,224874.4262,252.8448115,3378.751467,0,62.239061671,,687,1153.48336,18690.8497,687,315.6677151,62.52142488,1416.670587,
