Abc Sort,Community Designation,Ctu Code,Ctu Id,Ctu Name,Ctu Type,Five Color,Year,$ Compost Emis T CO2e,$ Electricity Emis T CO2e,$ Electricity R MWh,$ Landfill Emis T CO2e,$ NG R Emis T CO2e,$ NG R Therms,$ Other Fuels Emis T CO2e,$ Passenger Veh Emis T CO2e,$ Transit Emis T CO2e,$ Trucks Emis T CO2e,Actual R E Emis T Co2E,Actual R E Mwh,Actual R Ng Emis T Co2E,Actual R Ng Therms,Composting Scope1 Co2E Tonnes,Composting Scope3 Co2E Tonnes,Est R E Emis T Co2E,Est R E Mwh,Est R Ng Emis T Co2E,Est R Ng Therms,Kerodfo Emis Tonnes Co2E,Kerodfo Res Use Mmbtu,Landfill Scope1 Co2E Tonnes,Landfill Scope3 Co2E Tonnes,Metrotransit Tonnes Co2E,Population,Prop Emis Tonnes Co2E,Prop Res Use Mmbtu,show,Total Co2 W Equiv Heavy,Total Co2 W Equiv Medium,Total Co2 W Equiv Personal,Wastwater Tonnes Co2E
124,Urban,24308,2394924,Golden Valley,C,5,2017,0.023153786,1.336022887,3.534981059,0.107626457,2.150650440,404.548877391,0.056524175,4.167330927,0.045390392,0.683713440,28919.551405838,76518.2,46552.979430903,8756865,0,501.186857386,30479.252148390,80645.00998,36826.918564895,6927340.81,229.8589196,3071.592243,0,2329.682295646,982.520418359,21646,993.6633766,16101.15366,21646,11011.218315,3788.442816,90206.045246,3501.310591002
126,Diversified Rural,25334,2394963,Grant,C,2,2017,0.033405685,2.051808250,5.579092515,2.736365554e-05,2.663764944,501.068466258,0.156709050,2.962073656,,0.135051441,8361.118617002,22734.802,10854.842145323,2041854,0,136.128166708,6605.426871918,17960.88286,6688.633585579,1258167.835,291.1546315,3890.683508,0,0.111506896,,4075,347.434747,5629.774006,4075,274.572648,275.761974,12070.450147,
128,Diversified Rural,25622,2394988,Greenfield,C,3,2017,0.018577326,2.910229123,6.199252349,0.190958442,1.529425856,287.693202785,0.732537423,3.259090005,,0.294138534,8361.088271594,17810.452,,,0,53.372657022,5750.925441582,12250.38873,4394.040485318,826542.5716,214.5349916,2866.819427,0,548.623602810,,2873,1890.045024,30625.97059,2873,573.6251068,271.4349017,9363.365584,8.932674353
212,Diversified Rural,40562,2395007,Marine on St. Croix,C,1,2017,0.034220410,2.962619439,5.228535650,0.012825839,1.714267237,322.462857329,0.411689332,2.751811044,,0.095402879,,,,,0,23.577862736,2041.244793747,3602.461063,1181.130125991,222176.9087,61.29571189,819.0912647,0,8.837002940,,689,222.3582381,3603.055364,689,16.3051048,49.42747875,1895.997809,
218,Rural Centers,41138,2395049,Mayer,C,1,2017,0.082151883,1.762540871,4.092382629,0.074473842,1.444116802,271.646112412,0.046158436,4.219210875,,0.188274188,,,,,0,174.737055127,3748.924433080,8704.497851,3071.636438886,577791.2811,84.28160385,1126.250489,0,158.405862023,,2127,13.89738988,225.1909602,2127,137.3749387,263.0842593,8974.261532,
220,Suburban,41462,2395082,Medicine Lake,C,3,2017,0.029168645,1.712910882,4.657593264,0.017677831,1.439443005,270.766946114,0.018001800,2.143875171,,,661.183600558,1797.831,,,0,11.259097037,645.359318139,1754.803034,555.625000064,104516.0412,0,0,0,6.823642918,,386,6.94869494,112.5954801,386,,1.28338015,827.5358159,49.092489469
222,Emerging Suburban Edge,41480,2395084,Medina,C,5,2017,0.021732393,2.685791617,6.101394317,0.055880016,2.773048327,521.625256511,0.148698998,4.239250376,,0.958064506,17014.489892748,38652.333,17567.261150823,3304496,0.211653129,137.674706825,11538.321814320,26211.9558,10248.023469809,1927708.154,191.5490996,2559.660202,0,353.999900867,,6335,750.4590536,12160.31185,6335,4336.914186,1732.424459,26855.651133,436.435581056
224,Suburban,41678,2395096,Mendota,C,2,2017,0.050850178,1.582620978,3.958112676,0.172294328,2.116159959,398.061032864,0.032622981,7.514749883,,,337.098268419,843.078,450.742071165,84787,0,10.831087861,401.927560388,1005.215142,291.519645095,54836.40807,0,0,0,36.698691867,,213,6.94869494,112.5954801,213,,10.85670235,1600.641725,30.892165468
226,Suburban,41696,2395097,Mendota Heights,C,4,2017,0.054793571,1.544039929,4.198414553,0.123617001,2.493839882,469.104651163,0.059188365,3.215903824,0.010818803,0.828033793,17527.941279454,47660.402,28310.070338172,5325276,0,622.016622363,16144.558615752,43898.83224,18594.064384956,3497643.193,275.8307035,3685.910691,0,1403.300189700,122.815052295,11352,396.0756116,6417.942367,11352,7861.231574,1538.608042,36506.940213,2074.092545386
240,Suburban,44476,2395111,Mound,C,4,2017,0.019046376,1.463521078,3.979474932,0.107621292,1.493583914,280.951141247,0.078093109,2.546133031,0.012936070,0.259670466,13894.669116537,37781.135,,,0,180.826296320,12150.530364510,33038.62972,14180.085677885,2667350.135,574.6472989,7678.980607,0,1021.756548133,122.815052295,9494,166.7686786,2702.291523,9494,1518.32427,946.9871354,24172.987,1374.738582862
242,Suburban,44530,2395118,Mounds View,C,5,2017,0.053369626,1.030932274,2.796867112,0.003981801,1.414540702,266.082689277,0.045791650,2.594320290,0.027646519,1.510790366,13739.234417042,37273.848,18851.583930123,3546084,0,711.257011762,13797.178298717,37431.04682,16671.743845346,3136044.394,360.1123073,4812.16118,0,53.065460738,368.445156885,13327,250.1530179,4053.437284,13327,16683.467415,3450.835794,34574.506499,1485.801500554
244,Urban,45430,2395187,New Brighton,C,3,2017,0.053826149,1.087714405,2.957615213,0.005392295,1.514913582,284.963366120,0.055356197,2.873197308,0.021475856,1.019746973,24881.467004394,67655.448,34653.648181236,6518537,0,1231.273165606,23396.475733171,63617.59325,30102.234895656,5662391.761,91.94356783,1228.636897,0,123.348743613,491.260209180,22875,1174.329445,19028.63614,22875,20489.557395,2837.154623,65724.388419,2453.507889232
246,Rural Centers,45556,2395195,New Germany,C,3,2017,0.080191802,1.474862708,4.000404025,0.218724337,1.290408164,242.732693519,0.177360277,3.202155213,,0.148952844,,,,,0,34.642858424,637.140689831,1728.174539,557.456326923,104860.5236,76.61963986,1023.864081,0,94.488913522,,432,0,0,432,17.6343253,46.71330316,1383.331052,
248,Urban,45628,2395201,New Hope,C,1,2017,0.021374207,0.974176265,2.620910652,0.030729258,1.318761180,248.066047807,0.027977008,2.578987025,0.028501985,0.710951009,20988.627631387,56467.52,28412.709624478,5344583,0,460.507293927,21411.393679581,57604.92406,27212.203185759,5118761.303,130.2533878,1740.568938,0,662.061862501,614.075261475,21545,472.511256,7656.492648,21545,12588.626436,2728.813058,55564.275456,2700.645211835
254,Non-Council,45808,2395211,New Prague,C,3,2017,0.028321927,1.720688688,3.036732301,0.905476625,0.148499190,27.933493765,0.027363052,4.267889410,,0.644562115,,,678.789798136,127684,0,129.459528104,7865.267993237,13880.90335,5564.674662177,1046745.136,0,0,0,4138.933652922,,4571,125.0765089,2026.718642,4571,2377.244403,569.0490242,19508.522494,
258,Diversified Rural,46024,2395216,New Trier,C,3,2017,0.053043389,0.037833507,0.066769912,0.156519856,1.517131301,285.380530973,0.307464378,10.055032088,,,4.275186241,7.545,171.435836990,32248,0,5.993902991,363.675378008,641.82718,170.721542303,32113.63734,0,0,0,17.686743779,,113,34.7434747,562.9774006,113,,,1136.218626,
260,Urban,45790,2395227,Newport,C,4,2017,0.038592034,1.319155866,3.424257965,0.044009227,1.600369115,301.038010061,0.100196136,3.705907070,0,7.276624193,4719.939689809,12251.995,5726.120693506,1077114,0,138.082295873,5174.562166389,13432.10167,5185.511476009,975422.508,268.1687395,3583.524283,0,157.465013674,0,3578,90.33303423,1463.741242,3578,22618.215411,3417.545953,13259.735498,368.026183385
264,Suburban,47104,2395259,North Oaks,C,2,2017,0.054316520,1.465304228,3.984323513,0.008353721,3.213177511,604.415915628,0.027915113,2.637606100,0,0.120930520,,,16756.720721698,3152029,0,283.260651783,7641.561550600,20778.24712,8111.341219334,1525786.768,145.5773157,1945.341754,0,43.564656301,0,5215,0,0,5215,227.9834694,402.6691936,13755.115809,81.212897649
266,Urban,47221,2395261,North St. Paul,C,2,2017,0.056170488,1.753412615,3.094484646,0.032657235,1.619585412,304.652698570,0.034151093,2.591105282,0.050754216,0.123032294,,,19595.363901516,3685993,0,679.606735909,21214.539228005,37440.16973,16397.426682165,3084443.865,183.8871357,2457.273794,0,395.119882370,614.075261475,12099,229.3069331,3715.650844,12099,1027.68683,460.8808891,31349.782812,1515.204887069
268,Non-Council,46924,2395265,Northfield,C,3,2017,0.073145653,1.641898565,4.464502956,0.525370686,22.552694695,4242.282776350,0,2.948187542,,0.161860780,,,26318.994708684,4950744,0,85.360976973,1916.095625571,5210.07495,1751.519622854,329470.2309,0,0,0,613.107590305,,1167,0,0,1167,164.8454957,24.04603484,3440.534861,
270,Rural Centers,47520,2395278,Norwood Young America,C,3,2017,0.076771423,2.046378647,3.611521469,0.385814147,1.402164503,263.754660031,0.111163535,3.572877077,,1.875776234,,,,,0,293.113294415,7813.073675154,13788.78897,5353.464073625,1007015.292,229.8589196,3071.592243,0,1473.038411876,,3818,194.5634583,3152.673443,3818,5776.703678,1385.009984,13641.244679,
272,Rural Residential,47690,2395282,Oak Grove,C,5,2017,0.029067282,2.152900336,3.799514716,0.024579909,2.021448399,380.245280820,0.140471835,3.121734412,,0.230307215,,,17348.070162391,3263265,0,249.455412962,18476.190681637,32607.43529,13102.501674130,2464650.807,260.5067755,3481.137875,0,210.944782766,,8582,945.022512,15312.9853,8582,1000.659346,975.8371743,26790.724725,
274,Suburban,47914,2395285,Oak Park Heights,C,2,2017,0.067084691,1.087146333,2.842590679,0.012871408,1.208572076,227.338886546,0,6.631140446,0,1.428496568,5155.247911250,13479.565,5731.048782717,1078041,0,318.115606180,5566.203036647,14554.10039,6136.786889314,1154362.513,0,0,0,61.036216946,0,4742,0,0,4742,5662.922404,1111.008321,31444.867996,740.704801164
276,Suburban,47680,2395287,Oakdale,C,3,2017,0.037963774,1.141062895,2.986785979,0.019950472,1.413668976,265.918713107,0.035711084,3.441331141,0.017473242,0.411364306,,,,,0,1067.351503048,32080.983293715,83973.48781,39745.303273200,7476304.619,260.5067755,3481.137875,0,560.907533402,491.260209180,28115,743.5103587,12047.71637,28115,8299.608495,3265.89898,96753.025043,3609.098193795
228,Diversified Rural,42092,2395317,Miesville,C,1,2017,0.053755218,0.526940183,0.929962687,0.135738212,2.462179979,463.149253731,0.207423730,9.804494649,,1.478814858,70.609984542,124.615,329.932117195,62062,0,7.203199209,500.276328616,882.905372,241.809187978,45485.60459,0,0,0,18.188920415,,134,27.79477976,450.3819205,134,155.9397183,42.22147264,1313.802283,
230,Urban Center,43000,2395345,Minneapolis,C,1,2017,0.031822663,0.892556255,2.426958718,0.036306906,1.516951094,285.346633175,0.057251231,2.478265997,0.120790294,0.359822899,378434.926399663,1029006.227,643172.094496474,120984119,194.556773586,13492.490851017,307354.2978257,835730.1726,534112.896000496,100469499.1,4949.628735,66141.61963,0,15393.764945618,51213.876806981,423990,19324.32063,313128.0302,423990,117334,35227.310965,1050760,66486.044076438
234,Suburban,43252,2395350,Minnetonka,C,3,2017,0.021467516,1.404051042,3.817769356,0.113154133,2.154684337,405.307675020,0.055858477,3.399295801,0.023001658,0.368650068,74967.901338912,203845.977,115047.215499863,21640998,0,1146.236539512,58214.855385434,158292.6007,80894.137528403,15216620.94,1210.59031,16177.05248,0,6041.751792201,1228.150522949,53394,1771.91721,28711.84743,53394,12979.306494,6704.395247,181502,7019.593261775
236,Suburban,43270,2395351,Minnetonka Beach,C,4,2017,0.018807526,3.093063369,8.410379817,0.001511656,5.163141943,971.214678899,0,4.359049640,0,0.080685517,1685.719535919,4583.657,2813.912358878,529312,0,10.250101902,1025.696399960,2788.981431,862.332376201,162209.3429,0,0,0,0.823852628,0,545,0,0,545,4.67442543,39.29918135,2375.682054,82.627237755
238,Emerging Suburban Edge,43306,2395352,Minnetrista,C,5,2017,0.015470501,2.090072707,5.683137789,0.050169294,1.517599482,285.468598459,0.294530120,3.691298549,0,0.179894822,15729.887196633,42771.295,,,33.158071662,116.430988491,10624.376769486,28888.85008,11421.453705203,2148436.672,0,0,0,377.574108710,0,7526,2216.633686,35917.95816,7526,319.1458421,1034.742589,27780.712878,511.209509221
164,Diversified Rural,30842,2395420,Independence,C,1,2017,0.018977887,3.306320534,6.531066919,0.022964343,2.011996619,378.467350243,0.616733426,3.356428687,0,0.189538490,12253.223899764,24204.134,7456.459469203,1402600,0,70.332048586,7454.660003112,14725.39726,5465.757784401,1028138.341,367.7742713,4914.547588,0,85.105855877,0,3706,1917.839804,31076.35251,3706,419.0367626,283.392883,12438.924713,64.091938471
166,Suburban Edge,31076,2395429,Inver Grove Heights,C,2,2017,0.055691318,1.240503491,3.357464223,0.063765374,1.612346112,303.290947416,0.039674742,2.921979149,0.027987251,2.050862893,43549.115546869,117867.139,56603.022610260,10647332,1.621450549,1955.099425202,35758.975372776,96782.86385,47232.554863213,8884696.782,704.9006867,9419.549545,976.334677268,2238.547236924,982.520418359,35106,687.9207992,11146.95253,35106,66190.063401,5807.529309,102579,3038.598059244
170,Rural Centers,32174,2395483,Jordan,C,2,2017,0.028457619,1.265852170,2.966306236,0.078768287,1.581126871,297.418440878,0.022760219,3.974050695,,0.336716176,,,9654.360676653,1816037,0,173.762222495,7729.293352668,18112.26588,7318.801196910,1376705.741,0,0,0,480.959160637,,6106,138.9738988,2251.909602,6106,1302.436707,753.5522638,24265.553544,
172,Emerging Suburban Edge,34244,2395589,Lake Elmo,C,4,2017,0.040073742,1.663394570,4.522952959,0.012028986,2.488556684,468.110853286,0.060872522,3.865688601,0.012953808,0.276021419,15770.643913466,42882.117,23594.005918565,4438159,0,379.939150117,13720.646545093,37307.94847,15328.521043512,2883376.984,452.0558752,6040.798077,0,114.046816889,122.815052295,9481,125.0765089,2026.718642,9481,1541.209016,1075.750053,36650.593623,31.413238145
174,Rural Residential,34865,2395599,Lake St. Croix Beach,C,4,2017,0.033256661,2.189405471,3.863940271,0.000270645,1.358472452,255.535950956,0.055190599,2.049141821,,,,,,,0,34.786466962,2290.118122731,4041.681523,1420.962184831,267290.6047,22.98589196,307.1592243,0,0.283094427,,1046,34.7434747,562.9774006,1046,,17.93263615,2143.402345,
176,Rural Residential,34622,2395609,Lakeland,C,2,2017,0.033739084,1.642202401,4.189252247,0.006663251,2.277058793,428.326966292,0.023422567,2.471669828,,0.832127413,2923.120274594,7456.869,4053.164652380,762422,0,60.055568796,3328.830545395,8491.834399,2967.148564650,558136.5518,0,0,0,11.860586449,,1780,41.69216965,675.5728807,1780,1299.62319,181.5636053,4399.572293,
178,Rural Residential,34658,2395610,Lakeland Shores,C,3,2017,0.033903183,1.826269391,4.691482428,0.001183348,2.726532602,512.875399361,0.048958236,3.072437435,,0.110050436,571.622319507,1468.434,853.404704542,160530,0,10.611696309,640.938437492,1646.499378,487.275174180,91659.07253,15.32392797,204.7728162,0,0.370387968,,313,0,0,313,3.96550783,30.48027856,961.6729173,
182,Suburban Edge,35180,2395614,Lakeville,C,1,2017,0.058905486,2.029525452,3.901962351,0.116238697,1.505449300,283.183084058,0.044369923,2.971254819,0,1.182547233,125816.371319817,241894.352,,,0,3651.727775409,99326.785943184,190965.518,93327.318475299,17555368.93,137.9153517,1842.955346,0,7205.985551252,0,61993,2612.709298,42335.90052,61993,64065.437354,9244.213235,184197,5809.550863261
184,Suburban,35414,2395626,Landfall,C,1,2017,0.033602529,1.228189983,3.339583777,0,1.569804084,295.288563830,0.049046917,2.295811747,0,,923.598867403,2511.367,1180.492671006,222057,0,25.269101835,596.802518818,1622.771751,589.554498761,110898.3618,22.98589196,307.1592243,0,0,0,752,13.89738988,225.1909602,752,,,1726.450434,94.388592326
186,Urban,35738,2395642,Lauderdale,C,5,2017,0.052865068,0.957759484,2.478655400,0.008359971,1.242020252,233.630667766,0.135284087,1.993933849,0.050624506,0.374878528,2323.524507892,6013.218,3013.141130494,566788,0,128.250654574,2563.783093077,6635.00066,2684.902546106,505044.5626,91.94356783,1228.636897,0,20.281288981,122.815052295,2426,236.255628,3828.246324,2426,328.9599201,580.4953877,4837.283518,236.120358785
188,Suburban,36836,2395696,Lexington,C,3,2017,0.028641432,1.370275643,3.145121900,0.041787005,1.174842846,220.994237701,0.046017847,3.235792987,0,0.415087144,,,,,0,60.547987793,2896.762709746,6648.787696,2483.617777266,467181.8185,0,0,0,88.337727780,0,2114,97.28172917,1576.336722,2114,702.581649,174.9125744,6840.466374,152.450975622
190,Suburban,37016,2395708,Lilydale,C,1,2017,0.057297419,1.416655841,3.308933257,0.051745435,1.116120324,209.948216341,0.090420543,2.404642757,,0.291151018,1231.073925716,2875.463,969.908561143,182445,0,49.791457305,1767.642038043,4128.744157,1536.361161704,288997.7709,22.98589196,307.1592243,0,44.966782950,,869,55.58955953,900.763841,869,178.0712397,74.93899498,2089.634556,98.036101012
192,Emerging Suburban Edge,37322,2395725,Lino Lakes,C,3,2017,0.029022029,1.409261285,3.304837023,0.036043425,1.430602557,269.104010466,0.030425771,2.770315129,0,0.347803145,,,,,0,612.858177063,29759.370558428,69788.24342,30210.034205019,5682669.389,183.8871357,2457.273794,0,761.129001952,0,21117,458.6138661,7431.301688,21117,5228.976218,2115.582805,58500.744588,1342.171540851
196,Suburban,37502,2395733,Little Canada,C,1,2017,0.055534286,1.130256843,3.073292787,0.026475741,1.346085659,253.205928854,0.059582149,3.478484660,0.036407624,0.503126063,11438.199250477,31101.723,13622.386873024,2562444,0,562.006977087,10795.907864022,29355.26201,13184.834888453,2480138.126,505.6896231,6757.502934,0,267.934497596,368.445156885,10120,97.28172917,1576.336722,10120,3967.368734,1124.267026,35202.264758,1288.612714274
198,Suburban,38006,2395756,Long Lake,C,2,2017,0.023332606,1.434252283,3.771139755,0.102202460,2.184211621,410.861915367,0,3.874236330,0,1.218911952,2575.917100890,6772.967,3922.844071012,737908,0,41.905360389,2749.522414491,7229.434741,2622.277068345,493264.3745,0,0,0,183.555618592,0,1796,0,0,1796,1857.984415,331.1814506,6958.128448,363.894821507
200,Suburban,38222,2395764,Loretto,C,4,2017,0.019726367,1.475244629,3.842417683,0.112064453,1.887110542,354.975609756,0,3.480903253,,0.297305514,967.760476560,2520.626,1237.944515783,232864,0,12.940496540,1053.413869007,2743.718566,906.107420983,170443.6635,0,0,0,73.514281475,,656,0,0,656,84.6270385,110.4053789,2283.472534,
204,Suburban,39428,2395818,Mahtomedi,C,4,2017,0.034817257,1.335007381,3.520545949,0.011538633,1.999649740,376.144836116,0.142589763,2.426630827,0,1.019291695,10793.534674254,28463.614,16167.168146326,3041131,0,281.497523753,11452.206201333,30200.59569,12283.23061664,2310541.529,888.7878224,11876.82334,0,93.289844227,0,8085,264.0504078,4278.628245,8085,7107.098323,1133.875034,19619.310236,635.596999604
206,Suburban Edge,40166,2395838,Maple Grove,C,4,2017,0.019633918,1.520775432,3.373298018,0.097149593,1.889253959,355.378797857,0.011336064,3.833552848,0.007352654,0.667281525,,,126228.61399469,23744279,0,1311.820618529,101609.089696792,225383.5338,111674.912941687,21006649.81,0,0,0,6490.952938767,491.260209180,66814,757.4077486,12272.90733,66814,35396.410844,9187.336948,256135,7481.189208422
208,Suburban,40256,2395841,Maple Plain,C,4,2017,0.020354669,1.251454989,3.057869945,0.284477617,1.748270303,328.859016393,0.020154799,3.425016756,0,1.086691446,2290.162629543,5595.902,3199.334654271,601812,0,37.249043581,2878.444217032,7033.339704,2561.532759724,481838.0444,22.98589196,307.1592243,0,520.594038218,0,1830,13.89738988,225.1909602,1830,1352.348937,636.2964098,6267.780664,412.763994007
210,Urban,40382,2395846,Maplewood,C,5,2017,0.055226103,1.004673412,2.731817613,0.028835450,1.556147906,292.719763497,0.057175601,3.618376410,0.052087014,0.456625141,,,62376.632646727,11733379,0,2213.683109985,40271.329057064,109502.1772,53706.360350369,10102454.3,61.29571189,819.0912647,0,1155.840175337,2087.855889014,40084,2230.531076,36143.14912,40084,14213.177577,4090.184567,145039,5256.581101037
334,Suburban Edge,59350,2395854,Shakopee,C,2,2017,0.025754448,1.498892500,2.647279337,0.087185605,1.547203560,291.037284135,0.037656407,4.171897204,,1.693867303,,,64238.344605373,12083577,117.492711806,1069.298914933,62232.517688106,109912.3908,52358.490163709,9848912.692,0,0,0,3619.859123894,,41519,1563.456362,25333.98303,41519,63034.183783,7293.49275,173213,4301.082700652
336,Suburban,59998,2395876,Shoreview,C,4,2017,0.053380256,1.232162894,3.260464211,0.004356330,1.850518091,348.092373426,0.027952261,2.224248800,0.013931454,0.289129308,32587.012067041,86229.497,48940.651944264,9205999,0,1411.747632383,34338.470968069,90864.08638,42277.791372145,7952679.207,252.8448115,3378.751467,0,115.211859795,368.445156885,26447,486.4086459,7881.683608,26447,5566.841915,2079.760891,58824.708019,3037.407036196
338,Suburban,60016,2395877,Shorewood,C,1,2017,0.031494635,1.862405180,5.064084717,0.109549388,2.905211505,546.485858848,0.037262623,2.180590839,0,0.198105905,14355.419126013,39033.965,22393.370280977,4212313,0,242.760643279,11800.726190234,32087.47366,12760.889544262,2400391.734,99.60553182,1331.023305,0,844.406682640,0,7708,187.6147634,3040.077963,7708,834.1744785,692.8258368,16807.994187,1087.776419308
340,Urban Center,61492,2395918,South St. Paul,C,1,2017,0.169220110,1.098170423,2.941672104,0.093992299,1.699839678,319.748956209,0.030474141,2.714000108,0.041737322,1.794037202,22620.114371263,60592.562,35013.297686448,6586189,0,3485.595826447,23269.271152994,62331.46004,28765.313397483,5410909.66,99.60553182,1331.023305,0,1936.053365472,859.705366064,20598,528.1008155,8557.256489,20598,32918.743832,4034.834462,55902.974233,4519.933221850
342,Suburban,61996,2395934,Spring Lake Park,C,1,2017,0.028531293,1.198332411,3.036752713,0.090532676,1.447319117,272.248484961,0.050633901,3.312910488,0.057123280,0.416828582,7729.244052747,19587.055,,,0,184.026838196,8935.367634915,22643.5517,9335.208305392,1756002.728,0,0,0,583.935762937,368.445156885,6450,326.5886622,5291.987566,6450,2014.943202,673.601149,21368.272646,810.714636424
348,Suburban,62014,2395935,Spring Park,C,2,2017,0.017757480,1.154062696,3.138023523,0.227868154,1.014555739,190.843373494,0.017583394,3.507552043,0,0.477298088,2011.531279647,5469.575,1768.370652956,332640,0,30.951288096,1644.310696906,4471.061808,1833.124322587,344820.5124,30.64785594,409.5456324,0,397.174192852,0,1743,0,0,1743,598.2599934,233.6705737,6113.663211,340.930404493
352,Suburban,62824,2395969,Stillwater,C,1,2017,0.008348843,1.315803347,3.577814158,0.010847446,1.922944255,361.716123152,0.030667294,3.597680305,0.006219113,0.283752005,25984.484499123,70654.674,37974.303141757,7143170,498.771567691,164.872955763,25081.427370796,68199.16225,30465.957963663,5730810.02,160.9012437,2150.11457,0,214.215357799,122.815052295,19748,444.7164762,7206.110728,19748,3848.824419,1754.710182,71046.990667,2633.277960089
356,Rural Residential,63544,2396006,Sunfish Lake,C,3,2017,0.052988863,2.971177597,8.078958984,0.013262745,4.701207138,884.322265625,0.135716698,2.982797236,,0.800921787,1521.242929565,4136.427,2407.018054506,452773,0,27.130297750,905.192075720,2461.316907,757.337586056,142459.26,0,0,0,6.790525553,,512,69.48694941,1125.954801,512,388.9742257,21.09772909,1527.192185,
278,Emerging Suburban Edge,48580,2396081,Orono,C,3,2017,0.020944655,2.667182951,7.252364075,0.081056634,3.894300250,732.538754281,0.092444300,3.653089249,0.015579735,0.325728193,21025.403200160,57170.386,30698.768872265,5774603,0,165.106715970,11547.845807648,31399.86406,12770.997134977,2402293.026,214.5349916,2866.819427,0,638.969449095,122.815052295,7883,514.2034256,8332.065529,7883,1542.095163,1025.620184,28797.302553,870.154140304
280,Urban,49012,2396098,Osseo,C,1,2017,0.031080915,1.047150745,2.777747851,0.197723843,1.293274402,243.271848138,0.079641203,4.769144230,0,0.528829182,2923.644880643,7755.472,3610.822129171,679215,0,86.777915904,3065.643302308,8132.14729,3253.653850956,612029.7321,0,0,0,552.044968868,0,2792,222.3582381,3603.055364,2792,1128.729741,347.7613347,13315.450691,278.401683947
282,Rural Residential,51316,2396211,Pine Springs,C,1,2017,0.032765828,1.845807152,4.844861575,0.000142948,2.157628964,405.861575179,0.051454305,2.145923186,,,773.393196827,2029.997,904.046536072,170056,0,13.728882099,828.447521685,2174.503203,649.130272372,122104.8842,7.66196399,102.3864081,0,0.059895054,,419,13.89738988,225.1909602,419,,2.75753303,899.141815,
284,Suburban Edge,51730,2396242,Plymouth,C,2,2017,0.021005580,1.303406808,3.544106605,0.125438252,1.927473600,362.568117375,0.047988569,3.217215993,0.007987244,0.643817749,100208.522245674,272478.004,148188.025351903,27874962,0,1614.950971383,79182.36806452,215305.576,112498.238811841,21161521.82,743.2105066,9931.481585,0,9643.943693113,614.075261475,76882,2946.246655,47740.48357,76882,39032.360599,10465.635607,247346,9383.067237921
286,Emerging Suburban Edge,52594,2396284,Prior Lake,C,3,2017,0.042455181,1.613686044,3.306154333,0.169079740,1.503397724,282.797171556,0.070555632,3.343104195,,0.228339144,,,,,0,1092.584083438,41528.210333013,85083.88177,38689.940427728,7277785.21,22.98589196,307.1592243,0,4351.267118360,,25735,1792.763295,29049.63387,25735,3380.384961,2495.922919,86034.786452,2193.715942506
288,Emerging Suburban Edge,53026,2396311,Ramsey,C,2,2017,0.029960792,1.887416522,3.330979484,0.007764197,1.495855999,281.378532688,0.043160626,2.995646874,0,0.430773366,,,,,0,792.822484656,49944.815999237,88144.3791,39583.341451149,7445838.732,475.0417671,6347.957302,0,205.456190130,0,26462,667.0747143,10809.16609,26462,8651.364546,2747.760259,79270.807567,1090.158465761
290,Diversified Rural,53098,2396316,Randolph,C,2,2017,0.051915347,1.287521351,2.983621849,0.012326562,1.765135831,332.031512605,0.029196197,3.505584059,,0.877114210,612.860162979,1420.204,840.204655446,158047,0,24.711705315,902.117698191,2090.51141,652.927185955,122819.104,0,0,0,5.867443722,,476,13.89738988,225.1909602,476,351.0914414,66.41492276,1668.658012,
296,Urban Center,54214,2396362,Richfield,C,4,2017,0.026779732,0.995552312,2.707016336,0.049223976,1.466192998,275.798763135,0.049458096,3.001559764,0.107543829,0.241276398,36381.463679176,98925.205,53580.556918302,10078790,0,978.638515748,34979.116542437,95112.06875,47217.196305727,8881807.755,306.4785594,4095.456324,0,1798.840972925,3930.081673437,36544,1500.918107,24320.62371,36544,5889.753882,2927.450823,109689,4515.392447039
298,Urban Center,54808,2396388,Robbinsdale,C,3,2017,0.018167844,1.103571802,2.952336406,0.009868690,1.764052821,331.827792732,0.049399501,2.450032729,0.057853659,0.142280076,16399.076978851,43871.719,26213.824925653,4930961,0,269.974163463,16911.786321514,45243.34743,20452.038395909,3847138.065,122.5914238,1638.182529,0,146.648727994,859.705366064,14860,611.4851548,9908.40225,14860,1090.846957,1023.434969,36407.486355,1527.412875363
300,Non-Council,55006,2396406,Rockford,C,4,2017,0.028992867,1.332861992,3.624198493,0.056979205,0.668284749,125.707943925,0,5.950240570,,,,,286.025872538,53803,0,12.408946966,570.464932764,1551.156955,508.434441037,95639.24406,0,0,0,24.387099891,,428,0,0,428,,14.28193991,2546.702964,
302,Emerging Suburban Edge,55186,2396415,Rogers,C,4,2017,0.019744675,1.364920696,3.711369639,0.064263558,1.649336926,310.249117855,0.043589398,6.253144894,,5.074496019,17406.833641649,47331.097,21033.993819382,3956607,0,251.803834866,14325.633998783,38952.97596,16478.227111891,3099642.859,0,0,0,819.553152183,,12753,555.8955953,9007.63841,12753,55071.399763,9643.647964,79746.356827,
