ctu_name,ctu_id,year,utility_id,customer_class_name,customer_class_id,number_of_customers,mwh_per_year
Elko New Market,2394658,2016,85,Business *,8,,
Elko New Market,2394658,2016,85,Residential,1,78,779369
Elko New Market,2394658,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,89293
Elko New Market,2394658,2016,85,Total,5,78,868662
Falcon Heights,2394738,2016,85,Business *,8,168,5321356.94
Falcon Heights,2394738,2016,85,Residential,1,1912,11781397.94
Falcon Heights,2394738,2016,85,Street Lighting - Metered,9,,31059
Falcon Heights,2394738,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,20547
Falcon Heights,2394738,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,84925
Falcon Heights,2394738,2016,85,Total,5,2080,17239285.88
Farmington,2394747,2016,85,Business *,8,362,30420558
Farmington,2394747,2016,85,Residential,1,3430,29957905
Farmington,2394747,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,7942
Farmington,2394747,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,384329
Farmington,2394747,2016,85,Total,5,3792,60770734
Golden Valley,2394924,2016,85,Business,7,1149,260100384
Golden Valley,2394924,2016,85,Residential,1,8984,72435452.94
Golden Valley,2394924,2016,85,Street Lighting - Metered,9,,445775
Golden Valley,2394924,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,108117
Golden Valley,2394924,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,816835
Golden Valley,2394924,2016,85,Total,5,10133,333906563.9
Hastings,2394320,2016,85,Business *,8,822,82376544
Hastings,2394320,2016,85,Residential,1,6889,54941931
Hastings,2394320,2016,85,Street Lighting - Metered,9,,163992
Hastings,2394320,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,172664
Hastings,2394320,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,440183
Hastings,2394320,2016,85,Total,5,7711,138095314
Hopkins,2394417,2016,85,Commercial,2,935,44962312
Hopkins,2394417,2016,85,Industrial,3,206,104205797
Hopkins,2394417,2016,85,Residential,1,8288,45911301
Hopkins,2394417,2016,85,Street Lighting - Metered,9,,96202
Hopkins,2394417,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,224530
Hopkins,2394417,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,385210
Hopkins,2394417,2016,85,Total,5,9429,195785352
Inver Grove Heights,2395429,2016,85,Business *,8,1235,118658761
Inver Grove Heights,2395429,2016,85,Residential,1,12694,92575629
Inver Grove Heights,2395429,2016,85,Street Lighting - Metered,9,,181456
Inver Grove Heights,2395429,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,147359
Inver Grove Heights,2395429,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,443270
Inver Grove Heights,2395429,2016,85,Total,5,13929,212006475
Jordan,2395483,2016,85,Business,7,253,17174309
Jordan,2395483,2016,85,Residential,1,1472,12042012
Jordan,2395483,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,93591
Jordan,2395483,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,172249
Jordan,2395483,2016,85,Total,5,1725,29482161
Lakeville,2395614,2016,85,Business,7,742,152527989
Lakeville,2395614,2016,85,Residential,1,4342,41731931
Lakeville,2395614,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,123683
Lakeville,2395614,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,733821
Lakeville,2395614,2016,85,Total,5,5084,195117424
Lauderdale,2395642,2016,85,Business *,8,76,4479569
Lauderdale,2395642,2016,85,Residential,1,1210,5268608.97
Lauderdale,2395642,2016,85,Street Lighting - Metered,9,,24500
Lauderdale,2395642,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,1971
Lauderdale,2395642,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,28833
Lauderdale,2395642,2016,85,Total,5,1286,9803481.97
Lexington,2395696,2016,85,Business *,8,86,3604596
Lexington,2395696,2016,85,Residential,1,576,4277797
Lexington,2395696,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,9754
Lexington,2395696,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,29002
Lexington,2395696,2016,85,Total,5,662,7921149
Mahtomedi,2395818,2016,85,Business *,8,208,12237538
Mahtomedi,2395818,2016,85,Residential,1,3044,27657603
Mahtomedi,2395818,2016,85,Street Lighting - Metered,9,,39594
Mahtomedi,2395818,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,34068
Mahtomedi,2395818,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,167506
Mahtomedi,2395818,2016,85,Total,5,3252,40136309
Maple Grove,2395838,2016,85,Business,7,1326,211511132.8
Maple Grove,2395838,2016,85,Residential,1,14741,121597649
Maple Grove,2395838,2016,85,Street Lighting - Metered,9,,143970
Maple Grove,2395838,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,602144
Maple Grove,2395838,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,788760
Maple Grove,2395838,2016,85,Total,5,16067,334643655.8
Maplewood,2395846,2016,85,Business *,8,1666,192291216
Maplewood,2395846,2016,85,Residential,1,15302,114132351
Maplewood,2395846,2016,85,Street Lighting - Metered,9,,267585
Maplewood,2395846,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,255265
Maplewood,2395846,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,555341
Maplewood,2395846,2016,85,Total,5,16968,307501758
Marine On St Croix,2395007,2016,85,Business *,8,64,730670
Marine On St Croix,2395007,2016,85,Residential,1,340,3328789
Marine On St Croix,2395007,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,32798
Marine On St Croix,2395007,2016,85,Total,5,404,4092257
Minneapolis,2395345,2016,85,Business,7,17816,3035505240
Minneapolis,2395345,2016,85,Residential,1,174397,970342004.5
Minneapolis,2395345,2016,85,Street Lighting - Metered,9,,15133256.01
Minneapolis,2395345,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,2563671
Minneapolis,2395345,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,13138502
Minneapolis,2395345,2016,85,Total,5,192213,4036682673
Minnetonka,2395350,2016,85,Commercial,2,1941,167864242
Minnetonka,2395350,2016,85,Industrial,3,386,239267403
Minnetonka,2395350,2016,85,Residential,1,23768,199595261
Minnetonka,2395350,2016,85,Street Lighting - Metered,9,,447628
Minnetonka,2395350,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,560333
Minnetonka,2395350,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,869769
Minnetonka,2395350,2016,85,Total,5,26095,608604636
New Brighton,2395187,2016,85,Business,7,998,123146092
New Brighton,2395187,2016,85,Residential,1,9790,65825949.01
New Brighton,2395187,2016,85,Street Lighting - Metered,9,,242113
New Brighton,2395187,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,159677
New Brighton,2395187,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,324668
New Brighton,2395187,2016,85,Total,5,10788,189698499
New Germany,2395195,2016,85,Business *,8,35,339739
New Germany,2395195,2016,85,Residential,1,179,1526661
New Germany,2395195,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,28940
New Germany,2395195,2016,85,Total,5,214,1895340
New Hope,2395201,2016,85,Business,7,966,136938937
New Hope,2395201,2016,85,Residential,1,9004,55134459.97
New Hope,2395201,2016,85,Street Lighting - Metered,9,,271756
New Hope,2395201,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,94758
New Hope,2395201,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,317638
New Hope,2395201,2016,85,Total,5,9970,192757549
Newport,2395227,2016,85,Business *,8,301,14126459
Newport,2395227,2016,85,Residential,1,1456,11269024
Newport,2395227,2016,85,Street Lighting - Metered,9,,151580
Newport,2395227,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,125902
Newport,2395227,2016,85,Total,5,1757,25672965
North Saint Paul,2395261,2016,85,Total,5,,
Northfield,2395265,2016,85,Business *,8,752,123463985.1
Northfield,2395265,2016,85,Residential,1,6462,47272657.97
Northfield,2395265,2016,85,Street Lighting - Metered,9,,28974
Northfield,2395265,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,251418
Northfield,2395265,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,530228
Northfield,2395265,2016,85,Total,5,7214,171547263
Oakdale,2395287,2016,85,Business,7,1077,117732248
Oakdale,2395287,2016,85,Residential,1,10804,78126218
Oakdale,2395287,2016,85,Street Lighting - Metered,9,,241495
Oakdale,2395287,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,1028920
Oakdale,2395287,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,290184
Oakdale,2395287,2016,85,Total,5,11881,197419065
Richfield,2396362,2016,85,Commercial,2,1044,46517983
Richfield,2396362,2016,85,Industrial,3,136,84422726
Richfield,2396362,2016,85,Residential,1,15571,95793576.01
Richfield,2396362,2016,85,Street Lighting - Metered,9,,631736
Richfield,2396362,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,1198213
Richfield,2396362,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,253144
Richfield,2396362,2016,85,Total,5,16751,228817378
Robbinsdale,2396388,2016,85,Business *,8,452,25945406.94
Robbinsdale,2396388,2016,85,Residential,1,6237,42042425.88
Robbinsdale,2396388,2016,85,Street Lighting - Metered,9,,136886
Robbinsdale,2396388,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,245134
Robbinsdale,2396388,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,217976
Robbinsdale,2396388,2016,85,Total,5,6689,68587828.82
Rogers,2396415,2016,85,Business,7,537,121077264
Rogers,2396415,2016,85,Residential,1,2610,24601494
Rogers,2396415,2016,85,Street Lighting - Metered,9,,86712
Rogers,2396415,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,23466
Rogers,2396415,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,270469
Rogers,2396415,2016,85,Total,5,3147,146059405
Rosemount,2396433,2016,85,Business *,8,770,116922861
Rosemount,2396433,2016,85,Residential,1,5577,48814570
Rosemount,2396433,2016,85,Street Lighting - Metered,9,,45466
Rosemount,2396433,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,86888
Rosemount,2396433,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,544662
Rosemount,2396433,2016,85,Total,5,6347,166414447
Roseville,2396435,2016,85,Business *,8,2202,312522560.7
Roseville,2396435,2016,85,Residential,1,15320,98063252.67
Roseville,2396435,2016,85,Street Lighting - Metered,9,,541008
Roseville,2396435,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,216306
Roseville,2396435,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,601617
Roseville,2396435,2016,85,Total,5,17522,411944744.4
Saint Anthony,2396471,2016,85,Business,7,403,37819853
Saint Anthony,2396471,2016,85,Residential,1,3941,23910325
Saint Anthony,2396471,2016,85,Street Lighting - Metered,9,,10074
Saint Anthony,2396471,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,57429
Saint Anthony,2396471,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,170492
Saint Anthony,2396471,2016,85,Total,5,4344,61968173
Saint Louis Park,2396500,2016,85,Business,7,2310,335269110
Saint Louis Park,2396500,2016,85,Residential,1,23272,142240272
Saint Louis Park,2396500,2016,85,Street Lighting - Metered,9,,1094486
Saint Louis Park,2396500,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,759038
Saint Louis Park,2396500,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,529953
Saint Louis Park,2396500,2016,85,Total,5,25582,479892859
Saint Paul,2396511,2016,85,Business *,8,12589,1975247971
Saint Paul,2396511,2016,85,Residential,1,115777,681179697.3
Saint Paul,2396511,2016,85,Street Lighting - Metered,9,,4278153
Saint Paul,2396511,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,11929388
Saint Paul,2396511,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,1059857
Saint Paul,2396511,2016,85,Total,5,128366,2673695066
Shoreview,2395876,2016,85,Commercial,2,594,28789674
Shoreview,2395876,2016,85,Industrial,3,111,112464355
Shoreview,2395876,2016,85,Residential,1,11104,85739104
Shoreview,2395876,2016,85,Street Lighting - Metered,9,,124856
Shoreview,2395876,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,398650
Shoreview,2395876,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,439295
Shoreview,2395876,2016,85,Total,5,11809,227955934
Victoria,2397135,2016,85,Business,7,197,7512076
Victoria,2397135,2016,85,Residential,1,1603,17754946
Victoria,2397135,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,1973
Victoria,2397135,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,128374
Victoria,2397135,2016,85,Total,5,1800,25397369
White Bear Lake,2397299,2016,85,Business,7,1160,105344328.9
White Bear Lake,2397299,2016,85,Residential,1,10471,74977874.99
White Bear Lake,2397299,2016,85,Street Lighting - Metered,9,,44806
White Bear Lake,2397299,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,258927
White Bear Lake,2397299,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,476774
White Bear Lake,2397299,2016,85,Total,5,11631,181102710.9
Woodbury,2397369,2016,85,Commercial,2,1974,118887404.9
Woodbury,2397369,2016,85,Industrial,3,292,150617154
Woodbury,2397369,2016,85,Residential,1,25853,231460159
Woodbury,2397369,2016,85,Street Lighting - Metered,9,,143362
Woodbury,2397369,2016,85,Street Lighting - Non-Metered/Customer Owned,10,,99619
Woodbury,2397369,2016,85,Street Lighting - Non-Metered/Xcel-Owned,11,,1739902
Woodbury,2397369,2016,85,Total,5,28119,502947600.9
Apple Valley,2393967,2017,85,Business *,8,125,6492661
Apple Valley,2393967,2017,85,Residential,1,214,1139136
Apple Valley,2393967,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,5108
Apple Valley,2393967,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,9506
Apple Valley,2393967,2017,85,Total,5,339,7646411
Arden Hills,2393979,2017,85,Business,7,503,145646086.4
Arden Hills,2393979,2017,85,Residential,1,3134,26449366.01
Arden Hills,2393979,2017,85,Street Lighting - Metered,9,,124529
Arden Hills,2393979,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,18527
Arden Hills,2393979,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,7317
Arden Hills,2393979,2017,85,Total,5,3637,172245825.5
Belle Plaine,2394113,2017,85,Business *,8,282,14190519
Belle Plaine,2394113,2017,85,Residential,1,2558,21024157
Belle Plaine,2394113,2017,85,Street Lighting - Metered,9,,13146
Belle Plaine,2394113,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,14115
Belle Plaine,2394113,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,312613
Belle Plaine,2394113,2017,85,Total,5,2840,35554550
Blaine,2394183,2017,85,Business *,8,434,83556617.27
Blaine,2394183,2017,85,Residential,1,3241,24166707.13
Blaine,2394183,2017,85,Street Lighting - Metered,9,,41490
Blaine,2394183,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,65375
Blaine,2394183,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,93188
Blaine,2394183,2017,85,Total,5,3675,107923377.4
Bloomington,2394198,2017,85,Business,7,3822,1068653850
Bloomington,2394198,2017,85,Residential,1,38683,258664416.2
Bloomington,2394198,2017,85,Street Lighting - Metered,9,,1176586
Bloomington,2394198,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,1372024
Bloomington,2394198,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,826919
Bloomington,2394198,2017,85,Total,5,42505,1330693795
Brooklyn Center,2393428,2017,85,Business,7,1008,139355849.5
Brooklyn Center,2393428,2017,85,Residential,1,11247,76026029.46
Brooklyn Center,2393428,2017,85,Street Lighting - Metered,9,,417993.01
Brooklyn Center,2393428,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,135161
Brooklyn Center,2393428,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,292919
Brooklyn Center,2393428,2017,85,Total,5,12255,216227952
Brooklyn Park,2393429,2017,85,Commercial,2,2226,160117668
Brooklyn Park,2393429,2017,85,Industrial,3,397,235563436
Brooklyn Park,2393429,2017,85,Residential,1,29194,213228826.4
Brooklyn Park,2393429,2017,85,Street Lighting - Metered,9,,554284
Brooklyn Park,2393429,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,780297
Brooklyn Park,2393429,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,1351045
Brooklyn Park,2393429,2017,85,Total,5,31817,611595556.4
Burnsville,2393472,2017,85,Commercial,2,917,39095938.01
Burnsville,2393472,2017,85,Industrial,3,335,65598904
Burnsville,2393472,2017,85,Residential,1,5706,37547150.16
Burnsville,2393472,2017,85,Street Lighting - Metered,9,,110635
Burnsville,2393472,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,22513
Burnsville,2393472,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,283145
Burnsville,2393472,2017,85,Total,5,6958,142658285.2
Cologne,2393601,2017,85,Business *,8,87,2840500.14
Cologne,2393601,2017,85,Residential,1,589,4820729.49
Cologne,2393601,2017,85,Street Lighting - Metered,9,,5928
Cologne,2393601,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,55040
Cologne,2393601,2017,85,Total,5,676,7722197.63
Columbia Heights,2393607,2017,85,Business,7,683,46789057.01
Columbia Heights,2393607,2017,85,Residential,1,8248,51094761
Columbia Heights,2393607,2017,85,Street Lighting - Metered,9,,13591
Columbia Heights,2393607,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,53520
Columbia Heights,2393607,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,554628
Columbia Heights,2393607,2017,85,Total,5,8931,98505557.01
Coon Rapids,2393628,2017,85,Business *,8,740,115902209
Coon Rapids,2393628,2017,85,Residential,1,7323,51601579.01
Coon Rapids,2393628,2017,85,Street Lighting - Metered,9,,17852
Coon Rapids,2393628,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,246627
Coon Rapids,2393628,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,441622
Coon Rapids,2393628,2017,85,Total,5,8063,168209889
Cottage Grove,2393644,2017,85,Business *,8,835,89966824
Cottage Grove,2393644,2017,85,Residential,1,12492,110820318
Cottage Grove,2393644,2017,85,Street Lighting - Metered,9,,616209
Cottage Grove,2393644,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,610374
Cottage Grove,2393644,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,181435
Cottage Grove,2393644,2017,85,Total,5,13327,202195160
Crystal,2393683,2017,85,Business,7,847,43852193.62
Crystal,2393683,2017,85,Residential,1,9591,63144054.94
Crystal,2393683,2017,85,Street Lighting - Metered,9,,147658
Crystal,2393683,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,60130
Crystal,2393683,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,260276
Crystal,2393683,2017,85,Total,5,10438,107464312.6
Eagan,2394586,2017,85,Business,7,1114,322091106
Eagan,2394586,2017,85,Residential,1,4430,27839213.01
Eagan,2394586,2017,85,Street Lighting - Metered,9,,214963
Eagan,2394586,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,4825
Eagan,2394586,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,206913
Eagan,2394586,2017,85,Total,5,5544,350357020
Eden Prairie,2394614,2017,85,Commercial,2,2307,147304266.9
Eden Prairie,2394614,2017,85,Industrial,3,659,390213621
Eden Prairie,2394614,2017,85,Residential,1,23989,196484346.2
Eden Prairie,2394614,2017,85,Street Lighting - Metered,9,,841066
Eden Prairie,2394614,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,152530
Eden Prairie,2394614,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,2114670
Eden Prairie,2394614,2017,85,Total,5,26955,737110500.1
Edina,2394621,2017,85,Commercial,2,1933,131695868
Edina,2394621,2017,85,Industrial,3,381,228566710
Edina,2394621,2017,85,Residential,1,21752,190323943.1
Edina,2394621,2017,85,Street Lighting - Metered,9,,454643
Edina,2394621,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,277768
Edina,2394621,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,894529
Edina,2394621,2017,85,Total,5,24066,552213461.1
Elko New Market,2394658,2017,85,Business,7,60,1905680
Elko New Market,2394658,2017,85,Residential,1,566,5206858
Elko New Market,2394658,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,84692
Elko New Market,2394658,2017,85,Total,5,626,7197230
Falcon Heights,2394738,2017,85,Business *,8,167,5456079.99
Falcon Heights,2394738,2017,85,Residential,1,1913,11814416.99
Falcon Heights,2394738,2017,85,Street Lighting - Metered,9,,30246
Falcon Heights,2394738,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,20546
Falcon Heights,2394738,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,84925
Falcon Heights,2394738,2017,85,Total,5,2080,17406213.98
Farmington,2394747,2017,85,Business *,8,361,28307412
Farmington,2394747,2017,85,Residential,1,3428,28434481
Farmington,2394747,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,7940
Farmington,2394747,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,347276
Farmington,2394747,2017,85,Total,5,3789,57097109
Forest Lake,2394789,2017,85,Business,7,742,55824129.01
Forest Lake,2394789,2017,85,Residential,1,6292,50621213.67
Forest Lake,2394789,2017,85,Street Lighting - Metered,9,,65529
Forest Lake,2394789,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,7664
Forest Lake,2394789,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,170631
Forest Lake,2394789,2017,85,Total,5,7034,106689166.7
Fridley,2394826,2017,85,Business,7,1681,326508157
Fridley,2394826,2017,85,Residential,1,11913,74321449.22
Fridley,2394826,2017,85,Street Lighting - Metered,9,,163017
Fridley,2394826,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,139740
Fridley,2394826,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,528019
Fridley,2394826,2017,85,Total,5,13594,401660382.2
Golden Valley,2394924,2017,85,Business,7,1152,248350402.1
Golden Valley,2394924,2017,85,Residential,1,9392,71047830.67
Golden Valley,2394924,2017,85,Street Lighting - Metered,9,,322514.02
Golden Valley,2394924,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,108117
Golden Valley,2394924,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,817732
Golden Valley,2394924,2017,85,Total,5,10544,320646595.8
Hastings,2394320,2017,85,Business *,8,821,80965978
Hastings,2394320,2017,85,Residential,1,6934,53549305.01
Hastings,2394320,2017,85,Street Lighting - Metered,9,,155509
Hastings,2394320,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,170196
Hastings,2394320,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,296251
Hastings,2394320,2017,85,Total,5,7755,135137239
Hopkins,2394417,2017,85,Commercial,2,941,43332045.01
Hopkins,2394417,2017,85,Industrial,3,202,95720441
Hopkins,2394417,2017,85,Residential,1,8326,44229029.04
Hopkins,2394417,2017,85,Street Lighting - Metered,9,,77466
Hopkins,2394417,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,228340
Hopkins,2394417,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,384315
Hopkins,2394417,2017,85,Total,5,9469,183971636.1
Independence,2395420,2017,85,Business,7,108,3211156
Independence,2395420,2017,85,Residential,1,301,4149432
Independence,2395420,2017,85,Street Lighting - Metered,9,,845
Independence,2395420,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,7887
Independence,2395420,2017,85,Total,5,409,7369320
Inver Grove Heights,2395429,2017,85,Business *,8,1263,113822990
Inver Grove Heights,2395429,2017,85,Residential,1,12780,89706215.09
Inver Grove Heights,2395429,2017,85,Street Lighting - Metered,9,,132607
Inver Grove Heights,2395429,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,210034
Inver Grove Heights,2395429,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,405071
Inver Grove Heights,2395429,2017,85,Total,5,14043,204276917.1
Jordan,2395483,2017,85,Business,7,255,16491341
Jordan,2395483,2017,85,Residential,1,1483,11929464
Jordan,2395483,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,93927
Jordan,2395483,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,174196
Jordan,2395483,2017,85,Total,5,1738,28688928
Lake Elmo,2395589,2017,85,Business,7,542,22737543.99
Lake Elmo,2395589,2017,85,Residential,1,3546,38089584.07
Lake Elmo,2395589,2017,85,Street Lighting - Metered,9,,33434
Lake Elmo,2395589,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,2554
Lake Elmo,2395589,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,85210
Lake Elmo,2395589,2017,85,Total,5,4088,60948326.06
Lakeville,2395614,2017,85,Business,7,747,155515034
Lakeville,2395614,2017,85,Residential,1,4494,41444396.01
Lakeville,2395614,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,97245
Lakeville,2395614,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,759349
Lakeville,2395614,2017,85,Total,5,5241,197816024
Lauderdale,2395642,2017,85,Business *,8,75,4284537.06
Lauderdale,2395642,2017,85,Residential,1,1210,5571280.7
Lauderdale,2395642,2017,85,Street Lighting - Metered,9,,23778
Lauderdale,2395642,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,1972
Lauderdale,2395642,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,13922
Lauderdale,2395642,2017,85,Total,5,1285,9895489.76
Lexington,2395696,2017,85,Business *,8,87,3679532.1
Lexington,2395696,2017,85,Residential,1,573,4232398.26
Lexington,2395696,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,9859
Lexington,2395696,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,29320
Lexington,2395696,2017,85,Total,5,660,7951109.36
Mahtomedi,2395818,2017,85,Business *,8,216,14208767.01
Mahtomedi,2395818,2017,85,Residential,1,3047,26895758.01
Mahtomedi,2395818,2017,85,Street Lighting - Metered,9,,38817
Mahtomedi,2395818,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,34069
Mahtomedi,2395818,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,62755
Mahtomedi,2395818,2017,85,Total,5,3263,41240166.02
Maple Grove,2395838,2017,85,Business,7,1353,209157794.3
Maple Grove,2395838,2017,85,Residential,1,15023,123726100.2
Maple Grove,2395838,2017,85,Street Lighting - Metered,9,,265198
Maple Grove,2395838,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,601607
Maple Grove,2395838,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,717033
Maple Grove,2395838,2017,85,Total,5,16376,334467732.5
Maplewood,2395846,2017,85,Business *,8,1683,192093382
Maplewood,2395846,2017,85,Residential,1,15398,109697586
Maplewood,2395846,2017,85,Street Lighting - Metered,9,,276371
Maplewood,2395846,2017,85,Street Lighting - Non-Metered/Customer Owned,10,,254886
Maplewood,2395846,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,562360
Maplewood,2395846,2017,85,Total,5,17081,302884585
Marine On St Croix,2395007,2017,85,Business *,8,65,723919
Marine On St Croix,2395007,2017,85,Residential,1,341,3365603
Marine On St Croix,2395007,2017,85,Street Lighting - Non-Metered/Xcel-Owned,11,,16756
Marine On St Croix,2395007,2017,85,Total,5,406,4106278
Mayer,2395049,2017,85,Business *,8,84,1721922
Mayer,2395049,2017,85,Residential,1,567,5616987.02
